iter,M,N,repetition,loss,med_percentage_error,min_loss,max_loss,std_loss,P1_loss,P5_loss,P10_loss,P25_loss,P50_loss,P75_loss,P90_loss,P95_loss,P99_loss,min_med_percentage_error,max_med_percentage_error,std_med_percentage_error,P1_med_percentage_error,P5_med_percentage_error,P10_med_percentage_error,P25_med_percentage_error,P50_med_percentage_error,P75_med_percentage_error,P90_med_percentage_error,P95_med_percentage_error,P99_med_percentage_error,optimizer,sigma_e,Sobol,user_scheduler,gamma_scheduler,lr
0,100.0,2.0,4.090909090909091,0.15572672443908975,0.014058888,0.14729588473452387,0.16376599130006275,0.003983303476834392,0.14777826054809107,0.14970776380235978,0.15211964287019566,0.1551961664488106,0.15574201620689063,0.1566294296930434,0.15840705631763558,0.16108652380884916,0.16323009780182005,0.014052033,0.01407814,7.616752995627321e-06,0.014052033424377441,0.014052033424377441,0.014052033424377441,0.014053374528884888,0.014058470726013184,0.014061212539672852,0.01406368613243103,0.014070913195610046,0.01407669484615326,Adam,0.5,False,False,0.95,0.001
100,100.0,2.0,4.090909090909091,0.03849184236233793,0.012166814,0.03278819266647726,0.044350509727485624,0.003725745106208925,0.03278819266647726,0.03278819266647726,0.03278819266647726,0.03658158997628837,0.03960638787877062,0.04108535493345547,0.04209943316941982,0.04322497144845272,0.044125402071679046,0.012046844,0.012267649,6.675591739472584e-05,0.012052389979362487,0.012074574828147888,0.012102305889129639,0.012133225798606873,0.012153655290603638,0.012211531400680542,0.012249290943145752,0.012258470058441162,0.012265813350677491,Adam,0.5,False,False,0.95,0.001
200,100.0,2.0,4.090909090909091,0.028205282701597424,0.011382106,0.024992048453733907,0.03272172513868639,0.0030616160040493044,0.025008141826143346,0.025072515315781106,0.025152982177828305,0.025259751246805212,0.02802527105163815,0.031043645767877225,0.03174739486719472,0.03223456000294055,0.03262429211153722,0.010748446,0.011877209,0.00035049035161457075,0.010778632760047913,0.010899379849433899,0.011050313711166382,0.01116509735584259,0.011399328708648682,0.011612996459007263,0.011861860752105713,0.011869534850120544,0.01187567412853241,Adam,0.5,False,False,0.95,0.001
300,100.0,2.0,4.090909090909091,0.017620251837134324,0.0076895817,0.013698463683792997,0.021884379281357894,0.0023921343225445897,0.013832643362107941,0.014369362075367714,0.01504026046694243,0.016182219766432145,0.01796525268105855,0.018366717281555027,0.0209225778661963,0.0214034785737771,0.021788199139841737,0.0072628856,0.008298695,0.00033674480687644726,0.0072662651538848875,0.007279783487319946,0.0072966814041137695,0.007340788841247559,0.007750868797302246,0.007880792021751404,0.007971048355102539,0.0081348717212677,0.008265930414199828,Adam,0.5,False,False,0.95,0.001
400,100.0,2.0,4.090909090909091,0.014359087790906909,0.006071481,0.011568452965526707,0.016665662756067373,0.0014740542045543615,0.011659921405827393,0.012025795167030137,0.012483137368533567,0.013572478833074619,0.014631881895071423,0.01538538727047185,0.015606408588476495,0.016136035672271933,0.016559737339308284,0.0057297945,0.006430924,0.00023790817144512435,0.005737239122390747,0.005767017602920532,0.005804240703582764,0.005900710821151733,0.006035804748535156,0.006265610456466675,0.006384313106536865,0.006407618522644043,0.006426262855529785,Adam,0.5,False,False,0.95,0.001
500,100.0,2.0,4.090909090909091,0.014071061091163729,0.005098037,0.0042628273323541375,0.021300250250358987,0.004788127255536381,0.004745501871218857,0.006676200026677735,0.009089572721001332,0.011491698171497394,0.014250606702535055,0.0173530405096205,0.017868015931042855,0.019584133090700923,0.020957026818427375,0.004650116,0.005524069,0.00029455068819158453,0.004663592576980591,0.004717499017715454,0.004784882068634033,0.0048256367444992065,0.005093038082122803,0.005362272262573242,0.0053687989711761475,0.005446434020996094,0.005508542060852051,Adam,0.5,False,False,0.95,0.001
600,100.0,2.0,4.090909090909091,0.009323359564454382,0.004483746,0.003748919574975544,0.01563064186489913,0.003715669485279494,0.003748919574975544,0.003748919574975544,0.003748919574975544,0.00773773046111592,0.008823936534829317,0.010836743707144334,0.014196782181821804,0.014913712023360465,0.015487255896591397,0.00420627,0.0046962798,0.00017617631743685187,0.004211950302124024,0.004234671592712402,0.004263073205947876,0.00436064600944519,0.004452884197235107,0.004625916481018066,0.004696279764175415,0.004696279764175415,0.004696279764175415,Adam,0.5,False,False,0.95,0.001
700,100.0,2.0,4.090909090909091,0.008626432713725932,0.0040614363,0.0044296084951259,0.015363637236215455,0.004008810341402046,0.0044296084951259,0.0044296084951259,0.0044296084951259,0.005598133382120283,0.007881743381215809,0.010820613210815294,0.01517327953888256,0.015268458387549007,0.015344601466482165,0.0037784278,0.0043471754,0.00017005803740095248,0.0037907034158706663,0.0038398057222366333,0.003901183605194092,0.003950774669647217,0.004009664058685303,0.004160180687904358,0.004264533519744873,0.004305854439735413,0.004338911175727845,Adam,0.5,False,False,0.95,0.001
800,100.0,2.0,4.090909090909091,0.009401684970557286,0.0038347705,0.0038255246997583627,0.016828251520317028,0.00414172175093157,0.0039028677442226023,0.004212239922079562,0.0045989551444007605,0.006348921992544375,0.010171601809795348,0.011626973042354157,0.014547273874000089,0.015687762697158558,0.016600153755685333,0.0036092699,0.00404346,0.00011272783604973257,0.0036215662956237795,0.0036707520484924316,0.003732234239578247,0.003779783844947815,0.003855377435684204,0.0038866251707077026,0.0039179325103759766,0.003980696201324463,0.004030907154083252,Adam,0.5,False,False,0.95,0.001
900,100.0,2.0,4.090909090909091,0.010591425803025474,0.0036872516,0.007088796102902065,0.013738801540192809,0.0017822346632348591,0.007230169641618746,0.007795663796485469,0.008502531490068873,0.010289361997188572,0.010374790712920341,0.011531734694334491,0.012339580445078213,0.013039190992635511,0.01359887943068135,0.0035398006,0.003899008,0.00011958057747752942,0.003541600704193115,0.0035488009452819824,0.0035578012466430664,0.0036158859729766846,0.0036330819129943848,0.0037491321563720703,0.0038757622241973877,0.003887385129928589,0.00389668345451355,Adam,0.5,False,False,0.95,0.001
