M,N,repetition,iter,loss,med_percentage_error
100,2,0,0,0.15574201620689063,0.014052033
100,2,0,100,0.03278819266647726,0.012153655
100,2,0,200,0.025259751246805212,0.011279672
100,2,0,300,0.01803381580375672,0.00782308
100,2,0,400,0.014631881895071423,0.0062656105
100,2,0,500,0.017868015931042855,0.005368799
100,2,0,600,0.003748919574975544,0.0046962798
100,2,0,700,0.0044296084951259,0.0041432977
100,2,0,800,0.010171601809795348,0.0038850307
100,2,0,900,0.010374790712920341,0.003633082
100,2,0,1000,0.01334835779843207,0.0032284856
100,2,0,1100,0.006405835707518736,0.0034438968
100,2,0,1200,0.001578940248020122,0.00323686
100,2,0,1300,0.011343858461093013,0.0032030046
100,2,0,1400,0.011197653802477404,0.003061533
100,2,0,1500,0.015754968488492557,0.0030673146
100,2,0,1600,0.004147363051076614,0.0030715764
100,2,0,1700,0.012748245125465577,0.0029127598
100,2,0,1800,0.01567693457464889,0.0029423237
100,2,0,1900,0.00841434583138753,0.0028972626
100,2,0,2000,0.014360278262178604,0.003012836
100,2,0,2100,0.004579921787863484,0.0029615462
100,2,0,2200,0.00960824559400625,0.0029028654
100,2,0,2300,0.006185637775160654,0.0026555657
100,2,0,2400,0.01098204337118149,0.002740264
100,2,0,2500,0.009069310176293581,0.0025796294
100,2,0,2600,0.010576689309361379,0.0028202534
100,2,0,2700,0.013950671264472355,0.002665341
100,2,0,2800,0.006935552912942852,0.002641499
100,2,0,2900,0.013464248925701411,0.0025888681
100,2,0,3000,0.009857966034254843,0.002684474
100,2,0,3100,0.01409881248796932,0.0024411082
100,2,0,3200,0.013086103102006261,0.002626717
100,2,0,3300,0.012696709120479517,0.0023822784
100,2,0,3400,0.012623749714400495,0.0024616122
100,2,0,3500,0.004100328019111338,0.0026312172
100,2,0,3600,0.0060201727414419814,0.0024760365
100,2,0,3700,0.004393911359365701,0.0025972128
100,2,0,3800,0.01271821212539204,0.002505064
100,2,0,3900,0.008432716832624183,0.0026239455
100,2,0,4000,0.0018905544011364437,0.0025529265
100,2,0,4100,0.0034841344881603523,0.002389431
100,2,0,4200,0.008412572559450108,0.0022578537
100,2,0,4300,0.013214237970181404,0.0023270845
100,2,0,4400,0.0055928737448793795,0.0022585094
100,2,0,4500,0.009347592044468144,0.0022278726
100,2,0,4600,0.005377322548934179,0.0024844408
100,2,0,4700,0.01419875776085001,0.0023490787
100,2,0,4800,0.011786848505249617,0.002188325
100,2,0,4900,0.008018747719497163,0.002319634
100,2,0,5000,0.006736827733308964,0.0023062825
100,2,0,5100,0.0072012669419864546,0.002370596
100,2,0,5200,0.017062884592561858,0.0024095774
100,2,0,5300,0.01002288930617838,0.0022019446
100,2,0,5400,0.0014155437704809583,0.0022663474
100,2,0,5500,0.0010288006181784302,0.0020276308
100,2,0,5600,0.011456430776869649,0.0022530556
100,2,0,5700,0.011564803861517233,0.0023932457
100,2,0,5800,0.014603023863366076,0.0024277866
100,2,0,5900,0.006219419646578044,0.002403736
100,2,0,6000,0.007940637121474907,0.0022192597
100,2,0,6100,0.007301657668373116,0.0021979809
100,2,0,6200,0.010886147165225693,0.002329141
100,2,0,6300,0.007158278402505788,0.002141416
100,2,0,6400,0.009632280933649122,0.0021483004
100,2,0,6500,0.011341600506264876,0.0022934377
