iter,M,N,repetition,loss,med_percentage_error,min_loss,max_loss,std_loss,P1_loss,P5_loss,P10_loss,P25_loss,P50_loss,P75_loss,P90_loss,P95_loss,P99_loss,min_med_percentage_error,max_med_percentage_error,std_med_percentage_error,P1_med_percentage_error,P5_med_percentage_error,P10_med_percentage_error,P25_med_percentage_error,P50_med_percentage_error,P75_med_percentage_error,P90_med_percentage_error,P95_med_percentage_error,P99_med_percentage_error,optimizer,sigma_e,Sobol,user_scheduler,gamma_scheduler,lr
1000,100.0,2.0,4.090909090909091,0.03167107915357437,0.012203913,0.026614020587607295,0.03895413148714319,0.0036848296230175175,0.026800352559147606,0.027545680445308855,0.028477340303010416,0.028871273083423903,0.031312875526283625,0.03286472142246566,0.03695316753727761,0.037953649512210405,0.038754035092156636,0.0105243325,0.014333159,0.0013650047388067954,0.010554641485214233,0.010675877332687378,0.010827422142028809,0.011187762022018433,0.011824429035186768,0.013098418712615967,0.014227360486984253,0.014280259609222412,0.01432257890701294,Adam,0.5,False,False,0.95,0.001
1100,100.0,2.0,4.090909090909091,0.028562036778387943,0.012157183,0.023471395499959354,0.036054605505096836,0.0038565597817879055,0.023479662701223,0.023512731506277598,0.02355406751259584,0.026309533984831997,0.029328838435802605,0.03008095795272531,0.03317491300514166,0.03461475925511925,0.03576663625510132,0.010847002,0.014839947,0.0012931282982886524,0.010872673988342286,0.010975360870361328,0.011103719472885132,0.011149048805236816,0.012058854103088379,0.012672841548919678,0.013874351978302002,0.014357149600982666,0.014743387699127197,Adam,0.5,False,False,0.95,0.001
1200,100.0,2.0,4.090909090909091,0.025348371164664575,0.0115049565,0.020757769723158275,0.03120121836472273,0.0040221169314170625,0.02081293235819347,0.02103358289833426,0.021309396073510244,0.022762042886614903,0.023461242908321685,0.028938312567542007,0.03120121836472273,0.03120121836472273,0.03120121836472273,0.010438889,0.013503581,0.0010169866816336492,0.010466170310974122,0.010575294494628906,0.010711699724197388,0.010817855596542358,0.010922133922576904,0.012167096138000488,0.012841552495956421,0.013172566890716553,0.01343737840652466,Adam,0.5,False,False,0.95,0.001
1300,100.0,2.0,4.090909090909091,0.023238135631725953,0.011350054,0.01916232211298455,0.025657872730220674,0.00179777528090887,0.01937451835043559,0.020223303300239755,0.021284284487494955,0.022958851220083887,0.023421530448740888,0.024001117448338743,0.025298536177639417,0.025478204453930044,0.02562193907496255,0.0103290975,0.013485581,0.0009559236281889588,0.010365623235702514,0.010511726140975952,0.010694354772567749,0.010746374726295471,0.01086243987083435,0.011787578463554382,0.012521207332611084,0.0130033940076828,0.013389143347740174,Adam,0.5,False,False,0.95,0.001
1400,100.0,2.0,4.090909090909091,0.02181868893366326,0.011260894,0.018415669045326044,0.024705582838235648,0.0019659490587519827,0.01855709017026698,0.01912277467003072,0.019829880294735397,0.020191290656157056,0.022292823189363303,0.023344020283519555,0.023728098966849746,0.024216840902542697,0.024607834451097058,0.0103753805,0.013107181,0.00090832761598156,0.010388940572738647,0.010443180799484253,0.01051098108291626,0.010700300335884094,0.010917752981185913,0.011460795998573303,0.012733787298202515,0.012920483946800232,0.013069841265678405,Adam,0.5,False,False,0.95,0.001
1500,100.0,2.0,4.090909090909091,0.02104924492236847,0.011056843,0.018709968976605904,0.022999376412449955,0.0011173793374543088,0.01881092919896104,0.019214770088381572,0.019719571200157236,0.020747161475016512,0.021460917248645166,0.02153833230556422,0.021694437907217763,0.02234690715983386,0.022868882561926734,0.0100875795,0.012750924,0.0007650365749567375,0.010105928778648377,0.010179325938224792,0.010271072387695312,0.010736614465713501,0.01092103123664856,0.011064991354942322,0.012128680944442749,0.012439802289009094,0.01268869936466217,Adam,0.5,False,False,0.95,0.001
1600,100.0,2.0,4.090909090909091,0.02006442359212712,0.010782204,0.0169669115067157,0.022970056964951305,0.0017718989892249594,0.017051902881887477,0.0173918683825746,0.017816825258433498,0.01920912423406749,0.02001657405969934,0.02101216910327036,0.022096205761959423,0.022533131363455364,0.02288267184465212,0.009620547,0.012751341,0.0008220460667318347,0.009658169746398926,0.009808659553527832,0.009996771812438965,0.010416477918624878,0.0106428861618042,0.01088067889213562,0.011524200439453125,0.012137770652770996,0.012628626823425294,Adam,0.5,False,False,0.95,0.001
1700,100.0,2.0,4.090909090909091,0.019699820387131275,0.010476518,0.017208536134494724,0.02380860718475601,0.002623124753691381,0.01722905476176823,0.01731112927086224,0.017413722407229756,0.017508049189697686,0.018774255725852677,0.022186267333268783,0.023263353839615867,0.023535980512185938,0.023754081850241998,0.00932008,0.012100667,0.0007728848503048239,0.009373742341995239,0.009588390588760376,0.009856700897216797,0.010111048817634583,0.010319948196411133,0.01062360405921936,0.01156720519065857,0.011833935976028442,0.01204732060432434,Adam,0.5,False,False,0.95,0.001
1800,100.0,2.0,4.090909090909091,0.018219236527202805,0.010125854,0.014839054685778176,0.02241002797245816,0.002944375427797125,0.014839054685778176,0.014839054685778176,0.014839054685778176,0.015773255269086073,0.017514648998484882,0.02085126170270571,0.021992056282576878,0.02220104212751752,0.022368230803470033,0.00908187,0.01215142,0.0008314942818585488,0.009101209044456483,0.009178563952445984,0.009275257587432861,0.009683102369308472,0.010025322437286377,0.010339885950088501,0.010776937007904053,0.011464178562164307,0.01201397180557251,Adam,0.5,False,False,0.95,0.001
1900,100.0,2.0,4.090909090909091,0.018465008026779445,0.009745262,0.015290608607610246,0.022173950253777545,0.0027506593624790315,0.015332798536255405,0.015501558250836038,0.01571250789406183,0.016240487429397172,0.016816783870606398,0.02078804636959323,0.022173950253777545,0.022173950253777545,0.022173950253777545,0.008384138,0.011785835,0.0008986229539086586,0.008433151245117187,0.008629202842712402,0.008874267339706421,0.009332269430160522,0.009593576192855835,0.010155916213989258,0.010406732559204102,0.011096283793449402,0.011647924780845642,Adam,0.5,False,False,0.95,0.001
2000,100.0,2.0,4.090909090909091,0.019796947827001123,0.009419433,0.01727110242912001,0.02334854136496977,0.002075554687601929,0.01728590526432242,0.017345116605132056,0.017419130781144106,0.01793165421699108,0.01976777595333963,0.021171986210419012,0.022393906645828503,0.022871224005399135,0.023253077893055644,0.008322477,0.011227906,0.0007972497902299788,0.00834980309009552,0.008459106087684631,0.00859573483467102,0.008936434984207153,0.009231239557266235,0.0097273588180542,0.010045647621154785,0.010636776685714722,0.011109679937362671,Adam,0.5,False,False,0.95,0.001
2100,100.0,2.0,4.090909090909091,0.018847795321680325,0.009010995,0.016131182501944796,0.021837570267147603,0.0018242344110541684,0.016139617172555604,0.016173355854998843,0.016215529208052894,0.017913961784842156,0.01902823153027973,0.019547165360161736,0.02137929445129821,0.021608432359222905,0.021791742685562665,0.007979333,0.011264473,0.0008927914790785135,0.008002036809921264,0.00809285044670105,0.008206367492675781,0.008463263511657715,0.00883135199546814,0.009234502911567688,0.009573817253112793,0.010419145226478577,0.011095407605171205,Adam,0.5,False,False,0.95,0.001
2200,100.0,2.0,4.090909090909091,0.017768667921702116,0.008554507,0.014923398964575727,0.020826922364080472,0.002003427356918722,0.015043290492155414,0.015522856602474166,0.016122314240372602,0.016204440656295883,0.017229974517196392,0.019212074346277863,0.020679082270399177,0.020753002317239824,0.020812138354712344,0.007325053,0.010514557,0.0009031151009395987,0.007326680421829224,0.007333189249038696,0.007341325283050537,0.008016660809516907,0.008691757917404175,0.008890673518180847,0.009184777736663818,0.0098496675491333,0.010381579399108887,Adam,0.5,False,False,0.95,0.001
2300,100.0,2.0,4.090909090909091,0.0178298045162095,0.008133116,0.016307051344419014,0.019658216908976407,0.001255375997428649,0.01630886871304632,0.01631613818755554,0.01632522503069207,0.016905042185374152,0.017350341909705056,0.019094782472352752,0.019275025463375402,0.019466621186175904,0.019619897764416305,0.006830603,0.010070175,0.0008573003080843923,0.0068713933229446415,0.007034555077552795,0.007238507270812988,0.007655993103981018,0.008148789405822754,0.00841425359249115,0.008737325668334961,0.00940375030040741,0.009936890006065369,Adam,0.5,False,False,0.95,0.001
2400,100.0,2.0,4.090909090909091,0.017476130129361164,0.0076954556,0.015399864825952889,0.021134838511291328,0.0021363528014017633,0.015399864825952889,0.015399864825952889,0.015399864825952889,0.015978618654177247,0.016811137568909125,0.01860467014447993,0.020822285228584408,0.020978561869937868,0.021103583183020636,0.0061191022,0.009659529,0.0008728585624341646,0.006226971745491028,0.006658449769020081,0.0071977972984313965,0.0073501914739608765,0.007385224103927612,0.008032247424125671,0.008279204368591309,0.008969366550445557,0.009521496295928956,Adam,0.5,False,False,0.95,0.001
2500,100.0,2.0,4.090909090909091,0.016898923207098623,0.0073580686,0.014565377387177668,0.01872764772506072,0.0016970249292920807,0.014565377387177668,0.014565377387177668,0.014565377387177668,0.015072308433562064,0.017703329006216545,0.018069489983082866,0.01868674145435056,0.018707194589705642,0.018723557097989705,0.0058671236,0.009154737,0.0008557259928543297,0.005963918566703796,0.006351098418235779,0.006835073232650757,0.006840109825134277,0.007156968116760254,0.007801353931427002,0.008022665977478027,0.008588701486587524,0.009041529893875123,Adam,0.5,False,False,0.95,0.001
2600,100.0,2.0,4.090909090909091,0.01780727199833585,0.006991023,0.01295504328075895,0.024696011875347885,0.0030754340306690985,0.01315892695542391,0.013974461654083744,0.014993880027408538,0.01604203841018831,0.018085413355163397,0.01890457848535939,0.020112289427315966,0.022404150651331924,0.024237639630544695,0.0058235526,0.00888744,0.000869661153808688,0.005855464935302734,0.005983114242553711,0.006142675876617432,0.006302475929260254,0.0068884193897247314,0.007395237684249878,0.007650047540664673,0.008268743753433228,0.008763700723648071,Adam,0.5,False,False,0.95,0.001
2700,100.0,2.0,4.090909090909091,0.015587902216408028,0.0066876654,0.012770144516780999,0.01907007797305824,0.0021385797785459194,0.012770144516780999,0.012770144516780999,0.012770144516780999,0.013612666421131726,0.015745571346058484,0.017002589142401825,0.017738092892442058,0.01840408543275015,0.01893687946499662,0.005470574,0.008552074,0.0008395976638679444,0.0055159956216812136,0.005697682499885559,0.005924791097640991,0.0061197429895401,0.00666886568069458,0.006952106952667236,0.007426738739013672,0.00798940658569336,0.00843954086303711,Adam,0.5,False,False,0.95,0.001
2800,100.0,2.0,4.090909090909091,0.015655440078690668,0.006439355,0.011919202755879028,0.01750750561940568,0.0016920052148849973,0.012140961422272887,0.013027996087848326,0.014136789419817625,0.014847609633175175,0.015749936619202494,0.017034612541612634,0.017423529434124053,0.017465517526764868,0.017499108000877516,0.005432576,0.008191556,0.0007648458650295729,0.005472037196159363,0.005629882216453552,0.005827188491821289,0.0058518946170806885,0.006481170654296875,0.006673872470855713,0.007090151309967041,0.007640853524208069,0.00808141529560089,Adam,0.5,False,False,0.95,0.001
2900,100.0,2.0,4.090909090909091,0.015043440421435681,0.0061199423,0.011885868853321215,0.021851153339712343,0.0029727308523349824,0.011980616602855546,0.012359607600992875,0.012833346348664537,0.012841819881629642,0.014299688200068135,0.016623561297643585,0.01784453649867971,0.019847844919196028,0.021450491655609083,0.005204797,0.007442206,0.0007224918110821704,0.00521460771560669,0.005253851413726807,0.005302906036376953,0.005541026592254639,0.006140977144241333,0.006553351879119873,0.006977587938308716,0.007209897041320801,0.007395744323730469,Adam,0.5,False,False,0.95,0.001
3000,100.0,2.0,4.090909090909091,0.015967249274726623,0.0059005753,0.013017587207439027,0.01917705038008448,0.001816775106767475,0.013176940504249429,0.013814353691491036,0.014611120175543044,0.014763649104550972,0.01597740126689636,0.01679736469670412,0.018563525704983,0.01887028804253374,0.01911569791257433,0.0050189495,0.0075208247,0.0007550802829872826,0.005018949508666992,0.005018949508666992,0.005018949508666992,0.0053732991218566895,0.005759507417678833,0.00629211962223053,0.006515234708786011,0.007018029689788818,0.007420265674591065,Adam,0.5,False,False,0.95,0.001
3100,100.0,2.0,4.090909090909091,0.014702827871796213,0.0056730863,0.012018614045927438,0.022098264358289696,0.002794880761790311,0.01213197108363163,0.012585399234448397,0.013152184422969357,0.013166013480914745,0.013828654843150035,0.014846188601444474,0.017098500409431484,0.01959838238386059,0.021598287963403878,0.0049003065,0.0071213543,0.0006473010218128067,0.0049206197261810304,0.005001872777938843,0.005103439092636108,0.005158975720405579,0.005557209253311157,0.006047293543815613,0.006118744611740112,0.006620049476623535,0.007021093368530274,Adam,0.5,False,False,0.95,0.001
3200,100.0,2.0,4.090909090909091,0.015341622933590232,0.0054012565,0.01074102751743648,0.020417949652193068,0.0022925636894750665,0.011078078375729467,0.012426281808901412,0.014111536100366343,0.014736067089048174,0.015031962084811818,0.01605803703929848,0.01668587131691624,0.018551910484554655,0.020044741818665387,0.004785508,0.0066382587,0.0005710949943404708,0.00479482114315033,0.004832074046134949,0.004878640174865723,0.004957467317581177,0.005308657884597778,0.005710169672966003,0.005942255258560181,0.006290256977081299,0.0065686583518981935,Adam,0.5,False,False,0.95,0.001
3300,100.0,2.0,4.090909090909091,0.013211644988666187,0.0052142385,0.009351895871799184,0.018227715697047082,0.0026611516847761018,0.009461875417224208,0.009901793598924308,0.010451691326049435,0.01231878084641278,0.012678201886774714,0.01346322431734586,0.017628157295825276,0.01792793649643618,0.0181677598569249,0.004536301,0.0065479577,0.0005909665097666145,0.004536300897598267,0.004536300897598267,0.004536300897598267,0.004823595285415649,0.005268216133117676,0.005370348691940308,0.005802661180496216,0.006175309419631958,0.006473428010940552,Adam,0.5,False,False,0.95,0.001
3400,100.0,2.0,4.090909090909091,0.01517050246461424,0.0051207705,0.011381837636398457,0.02041692903730326,0.0021940461312777875,0.011593294951364195,0.012439124211227146,0.013496410786055835,0.014323963266078881,0.015063094759481324,0.01568131076755763,0.016363068218169474,0.018389998627736368,0.020011542955389885,0.0045956075,0.0061603487,0.0004743353106019986,0.004608854651451111,0.004661843180656433,0.004728078842163086,0.004771426320075989,0.005062997341156006,0.005226567387580872,0.005767822265625,0.0059640854597091675,0.006121096014976501,Adam,0.5,False,False,0.95,0.001
3500,100.0,2.0,4.090909090909091,0.013735426059971185,0.0050021033,0.009734118943569377,0.018468756647379077,0.0025997928748796822,0.009829903373450181,0.010213041092973395,0.010691963242377414,0.012563277126615983,0.013160556294797147,0.015782258815921595,0.01639118819472622,0.017429972421052646,0.018260999802113792,0.004448205,0.0062924623,0.0005324153991291958,0.004453054070472718,0.004472449421882629,0.0044966936111450195,0.004605963826179504,0.004983961582183838,0.0051757097244262695,0.005378305912017822,0.005835384130477905,0.006201046705245972,Adam,0.5,False,False,0.95,0.001
3600,100.0,2.0,4.090909090909091,0.014854275370123533,0.0048198863,0.011653488701332877,0.0181183768256155,0.0020314734814254613,0.011653488701332877,0.011653488701332877,0.011653488701332877,0.01384003652937871,0.015460447993969848,0.01591851171884706,0.016867770033106622,0.017493073429361062,0.017993316146364614,0.0043357313,0.0060468316,0.0005286705479605879,0.004337930679321289,0.004346728324890137,0.004357725381851196,0.0043844133615493774,0.004750430583953857,0.004967629909515381,0.005420774221420288,0.005733802914619446,0.0059842258691787725,Adam,0.5,False,False,0.95,0.001
3700,100.0,2.0,4.090909090909091,0.013797444731857482,0.004741858,0.01111631124707235,0.017543973131739034,0.001861828088254734,0.011187617375390166,0.011472841888661427,0.011829372530250503,0.0125402202430262,0.013448685859861309,0.014546026922857705,0.015956383920213837,0.016750178525976434,0.017385214210586513,0.0043281913,0.005691111,0.0003865525452178468,0.004344761371612549,0.004411041736602783,0.004493892192840576,0.004546269774436951,0.004559904336929321,0.004845559597015381,0.005156487226486206,0.005423799157142639,0.005637648701667786,Adam,0.5,False,False,0.95,0.001
3800,100.0,2.0,4.090909090909091,0.014216200250599454,0.0045834538,0.010555505146729425,0.017003851208903367,0.0017902935639993282,0.01075136652064526,0.011534812016308595,0.012514118885887764,0.0134697388238683,0.01407464801580756,0.01521363716302527,0.016229122802664284,0.016616487005783824,0.016926378368279458,0.0041764975,0.005427718,0.0003388281955564344,0.004190754890441894,0.004247784614562988,0.0043190717697143555,0.004360973834991455,0.004524976015090942,0.004638403654098511,0.0048683881759643555,0.005148053169250488,0.005371785163879395,Adam,0.5,False,False,0.95,0.001
3900,100.0,2.0,4.090909090909091,0.013295974459636652,0.0044605653,0.00995659882708134,0.0164335015299789,0.002279842558620251,0.010018775818601881,0.010267483784684044,0.010578368742286749,0.011412250598134385,0.013299008003896004,0.015301891368979453,0.015849789411588183,0.01614164547078354,0.01637513031813983,0.0040115416,0.00518018,0.00038017721696655143,0.0040115416049957275,0.0040115416049957275,0.0040115416049957275,0.0042237043380737305,0.00435948371887207,0.00463983416557312,0.004979938268661499,0.005080059170722961,0.0051601558923721315,Adam,0.5,False,False,0.95,0.001
4000,100.0,2.0,4.090909090909091,0.013741594740720427,0.004308565,0.010097554822445554,0.018079107240449224,0.0020139695351470456,0.010253140718005227,0.010875484300243918,0.01165341377804228,0.013125091329049604,0.013621867848378781,0.014493201578873533,0.015091255288886668,0.016585181264667945,0.01778032204529297,0.0039551854,0.004941821,0.00030186651517643,0.003955185413360596,0.003955185413360596,0.003955185413360596,0.004109442234039307,0.004282563924789429,0.004437074065208435,0.004664957523345947,0.004803389310836792,0.004914134740829468,Adam,0.5,False,False,0.95,0.001
4100,100.0,2.0,4.090909090909091,0.01239689359558573,0.004226522,0.008997786934884918,0.01568118996506534,0.002377883908355883,0.008997786934884918,0.008997786934884918,0.008997786934884918,0.01086224167645904,0.01207578014113684,0.014154463693737282,0.015422330872593896,0.015551760418829618,0.015655304055818196,0.0038961172,0.004779756,0.0002765138490045253,0.003897899389266968,0.0039050281047821045,0.003913938999176025,0.004085958003997803,0.00417560338973999,0.00428202748298645,0.004654049873352051,0.0047169029712677,0.00476718544960022,Adam,0.5,False,False,0.95,0.001
4200,100.0,2.0,4.090909090909091,0.013127225765753914,0.0041711493,0.009963527744698589,0.015365226498608227,0.0019506572013933685,0.010064384263185653,0.010467810337133909,0.01097209292956923,0.011269829502935348,0.013651633285931044,0.014645569745129906,0.015323644139025679,0.015344435318816952,0.015361068262649972,0.0038829148,0.0046069026,0.00018910705415841635,0.0039013683795928954,0.003975182771682739,0.004067450761795044,0.004108265042304993,0.0041204094886779785,0.004156723618507385,0.0044148266315460205,0.004510864615440369,0.004587695002555847,Adam,0.5,False,False,0.95,0.001
4300,100.0,2.0,4.090909090909091,0.01245585087969459,0.0039915796,0.01078154252742155,0.018454160164247817,0.002241317805250107,0.010814837032409418,0.010948015052360888,0.011114487577300224,0.011148331203401708,0.011726015788926913,0.012339350552066811,0.014540565187844424,0.01649736267604612,0.01806280066660748,0.0037524998,0.0044362247,0.00019791278907121683,0.003756299614906311,0.0037714987993240356,0.0037904977798461914,0.003867819905281067,0.00396043062210083,0.004102662205696106,0.004148691892623901,0.0042924582958221436,0.004407471418380738,Adam,0.5,False,False,0.95,0.001
4400,100.0,2.0,4.090909090909091,0.012426544656558257,0.0040092547,0.0085519923181476,0.01761816269883184,0.0029184951407599563,0.008590829956051755,0.008746180507668372,0.008940368697189146,0.009987168684724192,0.01280154714546327,0.013643939245429256,0.016303280647337156,0.016960721673084496,0.01748667449368237,0.003756255,0.0044768453,0.0002381516974886237,0.003756508231163025,0.0037575215101242065,0.0037587881088256836,0.0038138926029205322,0.003969252109527588,0.004204362630844116,0.004210770130157471,0.004343807697296143,0.00445023775100708,Adam,0.5,False,False,0.95,0.001
4500,100.0,2.0,4.090909090909091,0.011569472884935211,0.003943771,0.007957579647469598,0.015397738568994257,0.002309247341141842,0.008154902416074505,0.008944193490494131,0.009930807333518662,0.010109592992955179,0.010484736204631914,0.013477466681571577,0.014416288580970086,0.014907013574982171,0.01529959357019184,0.003603518,0.0044187903,0.0002448680037723791,0.003605923056602478,0.003615543246269226,0.003627568483352661,0.003816932439804077,0.003859221935272217,0.004063799977302551,0.004214197397232056,0.00431649386882782,0.004398331046104431,Adam,0.5,False,False,0.95,0.001
4600,100.0,2.0,4.090909090909091,0.012752115772940881,0.0038604601,0.01068074634325336,0.016543016914986636,0.0021151297774428825,0.010692147593797226,0.010737752595972688,0.010794758848692016,0.010874168532754669,0.01309144412193903,0.013758365648056074,0.015762205391146346,0.01615261115306649,0.016464935762602606,0.003563553,0.0044069886,0.0002461263411029653,0.003567257523536682,0.0035820752382278442,0.003600597381591797,0.0037245601415634155,0.0038263797760009766,0.003955036401748657,0.004128754138946533,0.004267871379852295,0.004379165172576904,Adam,0.5,False,False,0.95,0.001
4700,100.0,2.0,4.090909090909091,0.013347656695342021,0.0038293845,0.010662188043188841,0.01727741540921552,0.001728975582254304,0.010802389247513455,0.011363194064811913,0.012064200086434987,0.012359510511251197,0.01298651201434526,0.014026769293787045,0.014848440458186443,0.016062927933700982,0.017034517914112614,0.0035886765,0.004305631,0.00018253915884940353,0.003597047924995422,0.003630533814430237,0.003672391176223755,0.003744363784790039,0.003849238157272339,0.003862723708152771,0.0038729310035705566,0.004089280962944031,0.00426236093044281,Adam,0.5,False,False,0.95,0.001
4800,100.0,2.0,4.090909090909091,0.011876783022279973,0.003856957,0.007049967188480846,0.014459797045704506,0.002190294560768486,0.007308637221079258,0.008343317351472906,0.009636667514464965,0.010818127118509173,0.012808887186576311,0.013435982353990242,0.013762617827478648,0.014111207436591576,0.01439007912388192,0.0034451485,0.004328668,0.0002631202938908312,0.003458791971206665,0.0035133659839630127,0.0035815834999084473,0.0036867260932922363,0.0038567781448364258,0.003991067409515381,0.0041914284229278564,0.004260048270225525,0.00431494414806366,Adam,0.5,False,False,0.95,0.001
4900,100.0,2.0,4.090909090909091,0.0126535520758472,0.003776049,0.010324373672833419,0.014549991987091667,0.001171040734066996,0.010463342073382191,0.01101921567557728,0.01171405767832114,0.012241889726161068,0.012487707342859216,0.013228648205620114,0.014069746430284762,0.014309869208688215,0.014501967431410977,0.0034859776,0.0043930113,0.000242802954966683,0.0034908831119537355,0.003510504961013794,0.003535032272338867,0.0036629587411880493,0.0037210583686828613,0.003813326358795166,0.003952145576477051,0.004172578454017639,0.00434892475605011,Adam,0.5,False,False,0.95,0.001
