M,N,repetition,iter,loss,med_percentage_error
2,100,0,0,0.38745917135921226,0.047378182
2,100,0,100,0.11292498570527194,0.057923734
2,100,0,200,0.08484185302749378,0.070830405
2,100,0,300,0.05842102141967009,0.07935381
2,100,0,400,0.15472034096097287,0.08292979
2,100,0,500,0.059324129092992145,0.0777567
2,100,0,600,0.12621206995586748,0.07600635
2,100,0,700,0.07148333428881241,0.079458654
2,100,0,800,0.13182700798028937,0.07832378
2,100,0,900,0.13546030017102897,0.081253886
2,100,0,1000,0.07398726414877159,0.07430774
2,100,0,1100,0.050086677009991275,0.064091325
2,100,0,1200,0.16370227981972546,0.06473178
2,100,0,1300,0.038792802687010935,0.06106949
2,100,0,1400,0.15834465877805945,0.062383592
2,100,0,1500,0.12745518810832687,0.055597365
2,100,0,1600,0.03507331164646719,0.04243064
2,100,0,1700,0.13077313157546103,0.04861021
2,100,0,1800,0.013782474297128455,0.04437381
2,100,0,1900,0.05955084107278063,0.038960397
2,100,0,2000,0.015655748094196398,0.037586153
2,100,0,2100,0.10464726731834013,0.036626637
2,100,0,2200,0.07551503638786573,0.034022808
2,100,0,2300,0.014413818348261534,0.0370636
2,100,0,2400,0.06284425222346976,0.030244231
2,100,0,2500,0.010069987596568134,0.030500412
2,100,0,2600,0.12164536324192599,0.030504584
2,100,0,2700,0.021207646056159157,0.02512741
2,100,0,2800,0.02576051025939863,0.027720809
2,100,0,2900,0.09207522517948907,0.021819323
2,100,0,3000,0.12379151158003186,0.031836867
2,100,0,3100,0.0733946421536765,0.025902808
2,100,0,3200,0.09716879782011499,0.024689078
2,100,0,3300,0.014115069088991471,0.020665556
2,100,0,3400,0.020666964486944495,0.01851666
2,100,0,3500,0.10645553557274291,0.019077122
2,100,0,3600,0.02985204549531968,0.017070979
2,100,0,3700,0.03936879947448495,0.015662253
2,100,0,3800,0.05350767167014772,0.015141696
2,100,0,3900,0.04695122947849612,0.013505697
2,100,0,4000,0.01973976499586927,0.013719231
2,100,0,4100,0.05185126019944799,0.01243943
2,100,0,4200,0.0044351684023236386,0.012159944
2,100,0,4300,0.054045390153081525,0.011146963
2,100,0,4400,0.013115168863872826,0.010876477
2,100,0,4500,0.02049684089131679,0.010290742
2,100,0,4600,0.006756920836654498,0.0095098615
2,100,0,4700,0.04487289993212262,0.008919477
2,100,0,4800,0.04457944209385684,0.009686798
2,100,0,4900,0.01603541107852258,0.010351896
2,100,0,5000,0.018204505948865697,0.009012759
2,100,0,5100,0.014323907841809345,0.008112133
2,100,0,5200,0.008744599208795206,0.008035392
2,100,0,5300,0.005071249957971949,0.008054912
2,100,0,5400,0.004565218930811155,0.0076913536
2,100,0,5500,0.008736206437185956,0.0073031783
2,100,0,5600,0.009999732478668671,0.007238269
2,100,0,5700,0.00575110020986771,0.0073179007
2,100,0,5800,0.008681821058252026,0.007169038
2,100,0,5900,0.00800395031432137,0.007174164
2,100,0,6000,0.004426529858469475,0.0077165067
2,100,0,6100,0.004508715184951994,0.007300079
2,100,0,6200,0.013265657322000919,0.007198423
2,100,0,6300,0.04557817661493679,0.007913113
2,100,0,6400,0.03481710117589857,0.0072905123
2,100,0,6500,0.00507934318142246,0.0074674487
2,100,0,6600,0.00667004643881755,0.0065156817
2,100,0,6700,0.04740039118834727,0.0071214437
2,100,0,6800,0.008306176346696031,0.0074617863
2,100,0,6900,0.027520614643985343,0.0065021515
2,100,0,7000,0.031121473016734544,0.006665617
2,100,0,7100,0.01894705180044648,0.006879449
2,100,0,7200,0.030289001847654852,0.007694274
2,100,0,7300,0.018126483692853728,0.0070716143
2,100,0,7400,0.006278869157246595,0.007879794
2,100,0,7500,0.012312674555616764,0.0067203343
2,100,0,7600,0.03140804625173633,0.0067003667
2,100,0,7700,0.011647128496217742,0.006625086
2,100,0,7800,0.01607630380975621,0.006857604
2,100,0,7900,0.012591604948282271,0.008199692
2,100,0,8000,0.00717186014336458,0.0062567294
2,100,0,8100,0.018188519765815373,0.0066547096
2,100,0,8200,0.01025615820679088,0.0073073506
2,100,0,8300,0.026720388939781438,0.006528616
2,100,0,8400,0.01766888298790495,0.006112486
2,100,0,8500,0.008292930761511712,0.006113589
2,100,0,8600,0.013764030375682962,0.006092876
2,100,0,8700,0.0061279861335510385,0.0059365034
2,100,0,8800,0.03644986174853032,0.006106317
2,100,0,8900,0.005042210222325462,0.005864769
2,100,0,9000,0.01158867798358504,0.0060072243
2,100,0,9100,0.0022146418321511456,0.0058991313
2,100,0,9200,0.008210508253898805,0.005796522
2,100,0,9300,0.033890921252421304,0.006032616
2,100,0,9400,0.009714543213627516,0.006115526
2,100,0,9500,0.020673618004748744,0.0059228837
2,100,0,9600,0.007005171960372279,0.005982995
2,100,0,9700,0.009423877028476739,0.0070856214
2,100,0,9800,0.024239418512602157,0.0056559443
2,100,0,9900,0.00320707613554081,0.006695837
2,100,0,0,0.38745917135921226,0.047378182
2,100,0,100,0.11292498570527194,0.057923734
2,100,0,200,0.08484185302749378,0.070830405
2,100,0,300,0.05842102141967009,0.07935381
2,100,0,400,0.15472034096097287,0.08292979
2,100,0,500,0.059324129092992145,0.0777567
2,100,0,600,0.12621206995586748,0.07600635
2,100,0,700,0.07148333428881241,0.079458654
2,100,0,800,0.13182700798028937,0.07832378
2,100,0,900,0.13546030017102897,0.081253886
2,100,0,1000,0.07398726414877159,0.07430774
2,100,0,1100,0.050086677009991275,0.064091325
2,100,0,1200,0.16370227981972546,0.06473178
2,100,0,1300,0.038792802687010935,0.06106949
2,100,0,1400,0.15834465877805945,0.062383592
2,100,0,1500,0.12745518810832687,0.055597365
2,100,0,1600,0.03507331164646719,0.04243064
2,100,0,1700,0.13077313157546103,0.04861021
2,100,0,1800,0.013782474297128455,0.04437381
2,100,0,1900,0.05955084107278063,0.038960397
2,100,0,2000,0.015655748094196398,0.037586153
2,100,0,2100,0.10464726731834013,0.036626637
2,100,0,2200,0.07551503638786573,0.034022808
2,100,0,2300,0.014413818348261534,0.0370636
2,100,0,2400,0.06284425222346976,0.030244231
2,100,0,2500,0.010069987596568134,0.030500412
2,100,0,2600,0.12164536324192599,0.030504584
2,100,0,2700,0.021207646056159157,0.02512741
2,100,0,2800,0.02576051025939863,0.027720809
2,100,0,2900,0.09207522517948907,0.021819323
2,100,0,3000,0.12379151158003186,0.031836867
2,100,0,3100,0.0733946421536765,0.025902808
2,100,0,3200,0.09716879782011499,0.024689078
2,100,0,3300,0.014115069088991471,0.020665556
2,100,0,3400,0.020666964486944495,0.01851666
2,100,0,3500,0.10645553557274291,0.019077122
2,100,0,3600,0.02985204549531968,0.017070979
2,100,0,3700,0.03936879947448495,0.015662253
2,100,0,3800,0.05350767167014772,0.015141696
2,100,0,3900,0.04695122947849612,0.013505697
2,100,0,4000,0.01973976499586927,0.013719231
2,100,0,4100,0.05185126019944799,0.01243943
2,100,0,4200,0.0044351684023236386,0.012159944
2,100,0,4300,0.054045390153081525,0.011146963
2,100,0,4400,0.013115168863872826,0.010876477
2,100,0,4500,0.02049684089131679,0.010290742
2,100,0,4600,0.006756920836654498,0.0095098615
2,100,0,4700,0.04487289993212262,0.008919477
2,100,0,4800,0.04457944209385684,0.009686798
2,100,0,4900,0.01603541107852258,0.010351896
2,100,0,5000,0.018204505948865697,0.009012759
2,100,0,5100,0.014323907841809345,0.008112133
2,100,0,5200,0.008744599208795206,0.008035392
2,100,0,5300,0.005071249957971949,0.008054912
2,100,0,5400,0.004565218930811155,0.0076913536
2,100,0,5500,0.008736206437185956,0.0073031783
2,100,0,5600,0.009999732478668671,0.007238269
2,100,0,5700,0.00575110020986771,0.0073179007
2,100,0,5800,0.008681821058252026,0.007169038
2,100,0,5900,0.00800395031432137,0.007174164
2,100,0,6000,0.004426529858469475,0.0077165067
2,100,0,6100,0.004508715184951994,0.007300079
2,100,0,6200,0.013265657322000919,0.007198423
2,100,0,6300,0.04557817661493679,0.007913113
2,100,0,6400,0.03481710117589857,0.0072905123
2,100,0,6500,0.00507934318142246,0.0074674487
2,100,0,6600,0.00667004643881755,0.0065156817
2,100,0,6700,0.04740039118834727,0.0071214437
2,100,0,6800,0.008306176346696031,0.0074617863
2,100,0,6900,0.027520614643985343,0.0065021515
2,100,0,7000,0.031121473016734544,0.006665617
2,100,0,7100,0.01894705180044648,0.006879449
2,100,0,7200,0.030289001847654852,0.007694274
2,100,0,7300,0.018126483692853728,0.0070716143
2,100,0,7400,0.006278869157246595,0.007879794
2,100,0,7500,0.012312674555616764,0.0067203343
2,100,0,7600,0.03140804625173633,0.0067003667
2,100,0,7700,0.011647128496217742,0.006625086
2,100,0,7800,0.01607630380975621,0.006857604
2,100,0,7900,0.012591604948282271,0.008199692
2,100,0,8000,0.00717186014336458,0.0062567294
2,100,0,8100,0.018188519765815373,0.0066547096
2,100,0,8200,0.01025615820679088,0.0073073506
2,100,0,8300,0.026720388939781438,0.006528616
2,100,0,8400,0.01766888298790495,0.006112486
2,100,0,8500,0.008292930761511712,0.006113589
2,100,0,8600,0.013764030375682962,0.006092876
2,100,0,8700,0.0061279861335510385,0.0059365034
2,100,0,8800,0.03644986174853032,0.006106317
2,100,0,8900,0.005042210222325462,0.005864769
2,100,0,9000,0.01158867798358504,0.0060072243
2,100,0,9100,0.0022146418321511456,0.0058991313
2,100,0,9200,0.008210508253898805,0.005796522
2,100,0,9300,0.033890921252421304,0.006032616
2,100,0,9400,0.009714543213627516,0.006115526
2,100,0,9500,0.020673618004748744,0.0059228837
2,100,0,9600,0.007005171960372279,0.005982995
2,100,0,9700,0.009423877028476739,0.0070856214
2,100,0,9800,0.024239418512602157,0.0056559443
2,100,0,9900,0.00320707613554081,0.006695837
2,100,1,0,0.3296853499319829,0.047410667
2,100,1,100,0.12059558024775882,0.06223148
2,100,1,200,0.12995095007368587,0.08327997
2,100,1,300,0.09493844923677466,0.09407836
2,100,1,400,0.09021694997677158,0.09397179
2,100,1,500,0.10739751019295692,0.08667046
2,100,1,600,0.0950323360867768,0.088418424
2,100,1,700,0.12571070214971927,0.079829395
2,100,1,800,0.10349282427459633,0.082184315
2,100,1,900,0.03731008104959015,0.077709794
2,100,1,1000,0.09867313712665214,0.06870526
2,100,1,1100,0.12922524228328827,0.067163885
2,100,1,1200,0.06408023617784339,0.058387697
2,100,1,1300,0.12598885616672442,0.052751064
2,100,1,1400,0.2004517285471326,0.04816413
2,100,1,1500,0.02011576570537324,0.04422903
2,100,1,1600,0.09526874288243482,0.043023884
2,100,1,1700,0.0416564801673726,0.04046476
2,100,1,1800,0.024999857693505576,0.03245133
2,100,1,1900,0.12131773706464012,0.036738634
2,100,1,2000,0.019399409564171594,0.029137135
2,100,1,2100,0.021530749517468268,0.024451137
2,100,1,2200,0.09886808002359948,0.024163902
2,100,1,2300,0.13227531542939577,0.02209717
2,100,1,2400,0.09306134173131675,0.022118807
2,100,1,2500,0.010529027458735699,0.019320786
2,100,1,2600,0.06310664374492278,0.017091215
2,100,1,2700,0.009102051534018806,0.015627265
2,100,1,2800,0.0649323708121267,0.013966471
