iter,M,N,repetition,loss,med_percentage_error,min_loss,max_loss,std_loss,P1_loss,P5_loss,P10_loss,P25_loss,P50_loss,P75_loss,P90_loss,P95_loss,P99_loss,min_med_percentage_error,max_med_percentage_error,std_med_percentage_error,P1_med_percentage_error,P5_med_percentage_error,P10_med_percentage_error,P25_med_percentage_error,P50_med_percentage_error,P75_med_percentage_error,P90_med_percentage_error,P95_med_percentage_error,P99_med_percentage_error,optimizer,sigma_e,Sobol,user_scheduler,gamma_scheduler,lr
0,10.0,20.0,4.090909090909091,0.15070959268308012,0.013881908,0.14266970058175787,0.165980065969335,0.0068386042412301755,0.142937428031825,0.1440083378320934,0.14534697508242894,0.14609327841243192,0.14799683185558157,0.15328919517768108,0.15903107311121256,0.1625055695402738,0.16528516668352278,0.013869017,0.013904303,1.2362593637099458e-05,0.013869017362594604,0.013869017362594604,0.013869017362594604,0.013870686292648315,0.013880789279937744,0.01389002799987793,0.013897806406021118,0.013901054859161377,0.013903653621673584,Adam,0.5,False,False,0.95,0.001
100,10.0,20.0,4.090909090909091,0.03547918860003358,0.012035649,0.024409528549717063,0.05533157566581846,0.011272881104908684,0.024434271601541564,0.024533243808839568,0.02465695906796207,0.0250478781179807,0.034780082616425824,0.045893972645466616,0.04704586072602515,0.0511887181959218,0.05450300417183913,0.011814475,0.012208551,0.00012457388887033392,0.011825090646743775,0.011867552995681763,0.011920630931854248,0.011933952569961548,0.012030959129333496,0.01211497187614441,0.012196481227874756,0.012202516198158264,0.01220734417438507,Adam,0.5,False,False,0.95,0.001
200,10.0,20.0,4.090909090909091,0.031162477343812497,0.01173406,0.01896342144513039,0.04609719320141772,0.009604740039318703,0.01897581262367467,0.01902537733785179,0.019087333230573194,0.02422068257378482,0.032790154273267036,0.03633370802930945,0.04539051964430803,0.04574385642286287,0.046026525845706746,0.011464268,0.012027115,0.00018487921657145225,0.01146731674671173,0.011479511857032776,0.011494755744934082,0.011607348918914795,0.01171901822090149,0.01187153160572052,0.011953204870223999,0.011990159749984741,0.012019723653793335,Adam,0.5,False,False,0.95,0.001
300,10.0,20.0,4.090909090909091,0.02456448566312985,0.0103188995,0.016189551825331234,0.037951056351985736,0.007119719710582377,0.016305737682205772,0.016770481109703916,0.017351410394076602,0.018348834271895022,0.022500802249729113,0.0287235379780174,0.032642070050754333,0.035296563201370035,0.0374201577218626,0.009111464,0.01141578,0.0006789643017536112,0.009123581647872924,0.009172052145004272,0.009232640266418457,0.010182738304138184,0.010414987802505493,0.010636210441589355,0.011018097400665283,0.011216938495635986,0.011376011371612548,Adam,0.5,False,False,0.95,0.001
400,10.0,20.0,4.090909090909091,0.01921587784625105,0.0074632466,0.008960352792928327,0.03488865644814131,0.007483459796319572,0.009268423064854312,0.010500704152558257,0.01204105551218819,0.015387026212479985,0.016935753970529165,0.02277494921251426,0.028132261350495753,0.031510458899318534,0.03421301693837676,0.006681323,0.008396804,0.0005035247563210136,0.006704702973365784,0.006798222661018372,0.0069151222705841064,0.007216453552246094,0.007331877946853638,0.007743671536445618,0.008107483386993408,0.008252143859863281,0.00836787223815918,Adam,0.5,False,False,0.95,0.001
500,10.0,20.0,4.090909090909091,0.015922593165732652,0.0064865025,0.006685397082722725,0.029541133848852243,0.006040615811147354,0.007125836125251924,0.008887592295368719,0.01108978750801471,0.011788635174803892,0.015375379028805605,0.01791641650275899,0.020932865445004292,0.025236999646928267,0.02868030700846745,0.005963534,0.0071970224,0.0003255899286525033,0.005990025401115417,0.006095990538597107,0.006228446960449219,0.006322219967842102,0.006424844264984131,0.006618395447731018,0.006801694631576538,0.006999358534812927,0.007157489657402039,Adam,0.5,False,False,0.95,0.001
600,10.0,20.0,4.090909090909091,0.011895486431122626,0.005760908,0.006218022656235524,0.018518178244185775,0.00388830452590538,0.006233473732531348,0.006295278037714643,0.006372533419193761,0.009724864982742063,0.011903175867637492,0.014500209503398535,0.016010503015305245,0.01726434062974551,0.018267410721297724,0.0053779483,0.006428063,0.0003674330227139967,0.005385380983352661,0.005415111780166626,0.005452275276184082,0.005466580390930176,0.0055852532386779785,0.006075456738471985,0.006221354007720947,0.006324708461761475,0.006407392024993896,Adam,0.5,False,False,0.95,0.001
700,10.0,20.0,4.090909090909091,0.010781604755201924,0.0052181156,0.006279064701810083,0.018142948838720616,0.0029188247036921943,0.006589589808476514,0.007831690235142238,0.009384315768474392,0.009701478818656304,0.010147602384101093,0.011082404889698472,0.012945420085972728,0.015544184462346672,0.01762319596344583,0.00473246,0.0058029294,0.0003629877992894816,0.0047551214694976805,0.004845768213272095,0.004959076642990112,0.004984244704246521,0.00505182147026062,0.005537956953048706,0.0057291388511657715,0.005766034126281738,0.0057955503463745115,Adam,0.5,False,False,0.95,0.001
800,10.0,20.0,4.090909090909091,0.014173883798150228,0.004748377,0.005534177892229265,0.0184065843371254,0.004392294668839448,0.005939061484950461,0.0075585958558352425,0.00958301381944122,0.011017704021074999,0.016427620737696196,0.018025952044256624,0.018131424244767793,0.0182690042909466,0.01837906832788964,0.0042842925,0.005112946,0.0002855733015665604,0.004290083050727844,0.004313245415687561,0.004342198371887207,0.004610598087310791,0.004732638597488403,0.005022808909416199,0.005058586597442627,0.005085766315460205,0.005107510089874268,Adam,0.5,False,False,0.95,0.001
900,10.0,20.0,4.090909090909091,0.009617830959399939,0.0044109793,0.002745999168433074,0.019790854559594687,0.005108509899940175,0.002745999168433074,0.002745999168433074,0.002745999168433074,0.006855270576247919,0.008948124000342707,0.01242209559264571,0.014546744695596123,0.017168799627595405,0.019266443573194833,0.004136145,0.004685104,0.00021755136826223642,0.00413823127746582,0.004146575927734375,0.004157006740570068,0.004196286201477051,0.004547595977783203,0.004587739706039429,0.004614531993865967,0.004649817943572998,0.004678046703338623,Adam,0.5,False,False,0.95,0.001
