iter,M,N,repetition,loss,med_percentage_error,min_loss,max_loss,std_loss,P1_loss,P5_loss,P10_loss,P25_loss,P50_loss,P75_loss,P90_loss,P95_loss,P99_loss,min_med_percentage_error,max_med_percentage_error,std_med_percentage_error,P1_med_percentage_error,P5_med_percentage_error,P10_med_percentage_error,P25_med_percentage_error,P50_med_percentage_error,P75_med_percentage_error,P90_med_percentage_error,P95_med_percentage_error,P99_med_percentage_error,optimizer,sigma_e,Sobol,user_scheduler,gamma_scheduler,lr
1200,2.0,100.0,4.090909090909091,0.09454419621056348,0.060252596,0.010486513625203406,0.16370227981972546,0.044598025254287396,0.01519863756565656,0.03404713332746918,0.05760775302973495,0.0719342534624814,0.09477160061505864,0.11138078839537763,0.16370227981972546,0.16370227981972546,0.16370227981972546,0.048998237,0.06722385,0.00604628220174577,0.04933334589004516,0.05067378282546997,0.05234932899475098,0.05671900510787964,0.06276607513427734,0.06473177671432495,0.06592929363250732,0.06657657027244568,0.06709439158439637,Adam,0.5,False,False,0.95,0.001
1300,2.0,100.0,4.090909090909091,0.06492591050434984,0.054680467,0.032127567889504945,0.12598885616672442,0.03128580362624109,0.03279409136925554,0.03546018528825794,0.038792802687010935,0.039478946019242234,0.06113161285429888,0.07616955481899931,0.1134352746789891,0.11971206542285676,0.12473349801795089,0.04262799,0.06774211,0.007913425803035957,0.04285885989665985,0.04378233850002289,0.044936686754226685,0.04868060350418091,0.05597376823425293,0.060704171657562256,0.061069488525390625,0.06440579891204834,0.06707484722137451,Adam,0.5,False,False,0.95,0.001
1400,2.0,100.0,4.090909090909091,0.09539980662883575,0.05168775,0.009031729803562387,0.2004517285471326,0.05905645993924336,0.009979648723964556,0.013771324405573226,0.018510919007584066,0.0678131031197918,0.08461067742906553,0.1377669416632128,0.15834465877805945,0.17939819366259602,0.19624102157022533,0.035371184,0.06348777,0.009183731662507248,0.0361993670463562,0.03951209783554077,0.043653011322021484,0.045246392488479614,0.05136901140213013,0.060493141412734985,0.06238359212875366,0.06293568015098572,0.06337735056877136,Adam,0.5,False,False,0.95,0.001
1500,2.0,100.0,4.090909090909091,0.07736579053800423,0.048402324,0.006150769950606212,0.13165246417861218,0.0467504829354072,0.007547269526082915,0.013133267827989726,0.02011576570537324,0.04213365156077527,0.07524009089677425,0.12309149667134385,0.12745518810832687,0.12955382614346952,0.13123273657158366,0.035894632,0.059209228,0.00767490262846123,0.03627033233642578,0.03777313232421875,0.03965163230895996,0.04257404804229736,0.05118381977081299,0.054644882678985596,0.05559736490249634,0.05740329623222351,0.05884804129600525,Adam,0.5,False,False,0.95,0.001
1600,2.0,100.0,4.090909090909091,0.0632894977993557,0.044607516,0.015262138475926265,0.1088895412472697,0.03209322188326509,0.017180335937456673,0.024853125783578296,0.03444411309123033,0.03507331164646719,0.06508456133650353,0.0884753633971292,0.10421718077929464,0.10655336101328217,0.10842230520047219,0.037143677,0.055211425,0.006073286579263619,0.03736490309238434,0.03824980556964874,0.03935593366622925,0.03977879881858826,0.04243063926696777,0.04931384325027466,0.05290120840072632,0.054056316614151,0.054980403184890746,Adam,0.5,False,False,0.95,0.001
1700,2.0,100.0,4.090909090909091,0.08120296155667663,0.040580485,0.023971861139873315,0.15770885586074612,0.049984481048537664,0.024437121672796214,0.026298163804487816,0.02862446646910232,0.035567502081269735,0.0779076054964299,0.12584369235320397,0.13077313157546103,0.14424099371810356,0.15501528343221763,0.032120407,0.050770223,0.006894672342581269,0.03218901753425598,0.03246346116065979,0.03280651569366455,0.034764036536216736,0.03938436508178711,0.04745757579803467,0.04861021041870117,0.04969021677970886,0.05055422186851501,Adam,0.5,False,False,0.95,0.001
1800,2.0,100.0,4.090909090909091,0.04423018128497703,0.03735206,0.00615375170132415,0.13622491066371967,0.04124344545907994,0.00691662396090458,0.009968112999226302,0.013782474297128455,0.01678417260195753,0.029883081070310166,0.04808736266156274,0.10747905423181348,0.12185198244776657,0.13335032502052907,0.03209442,0.04437381,0.004478824558574825,0.03210229873657226,0.03213381767272949,0.032173216342926025,0.03359748423099518,0.036708056926727295,0.03994181752204895,0.04437381029129028,0.04437381029129028,0.04437381029129028,Adam,0.5,False,False,0.95,0.001
1900,2.0,100.0,4.090909090909091,0.059694152632933345,0.035931073,0.009022702577055246,0.12131773706464012,0.037609962901078896,0.010813285887223658,0.017975619127897302,0.026928535678739356,0.03536236848364145,0.04634371319960344,0.0789504259808728,0.11974986053475599,0.12053379879969806,0.1211609494116517,0.032038152,0.039147973,0.0024153912401836085,0.032221263647079466,0.03295370936393738,0.033869266510009766,0.034256115555763245,0.035005033016204834,0.03809499740600586,0.038960397243499756,0.03905418515205383,0.0391292154788971,Adam,0.5,False,False,0.95,0.001
2000,2.0,100.0,4.090909090909091,0.04421732311162608,0.033366956,0.009454612700458305,0.12028063918875621,0.04331632578918255,0.010074726239832115,0.01255518039732735,0.015655748094196398,0.01616554791481887,0.02448978958186868,0.06577829913106217,0.10871138376246484,0.11449601147561053,0.11912371364612707,0.028840095,0.037586153,0.0030599063911960333,0.02886979877948761,0.028988614678382874,0.029137134552001953,0.031338855624198914,0.03370979428291321,0.03543281555175781,0.03758615255355835,0.03758615255355835,0.03758615255355835,Adam,0.5,False,False,0.95,0.001
2100,2.0,100.0,4.090909090909091,0.053888453070066705,0.031954452,0.0129204477781983,0.12387396222790398,0.040223712110339115,0.013445567746980327,0.015546047622108435,0.018171647466018567,0.02206277186538521,0.03492415160453924,0.08663112661355513,0.10464726731834013,0.11426061477312205,0.1219512927369476,0.024451137,0.036626637,0.0037621371111540894,0.024823331832885744,0.02631211280822754,0.028173089027404785,0.029786109924316406,0.031891971826553345,0.034624576568603516,0.03662663698196411,0.03662663698196411,0.03662663698196411,Adam,0.5,False,False,0.95,0.001
2200,2.0,100.0,4.090909090909091,0.08943527291871374,0.031136531,0.01138312247720042,0.2698515357356029,0.06789772438564197,0.013526345765879822,0.02209923892059743,0.032815355363994436,0.05380861920453314,0.07551503638786573,0.09804305069381729,0.12328655499235662,0.19656904536397973,0.2551950376612783,0.024163902,0.034022808,0.0032148934121056317,0.02442278265953064,0.025458306074142456,0.026752710342407227,0.03012913465499878,0.032006919384002686,0.03329893946647644,0.03402280807495117,0.03402280807495117,0.03402280807495117,Adam,0.5,False,False,0.95,0.001
2300,2.0,100.0,4.090909090909091,0.04520281484238627,0.030092627,0.014413818348261534,0.13227531542939577,0.03842137300076894,0.014413818348261534,0.014413818348261534,0.014413818348261534,0.019077618897410994,0.025271383302272587,0.0675104667811671,0.08341112330704188,0.10784321936821883,0.1273888962171604,0.02209717,0.0370636,0.005049301763779271,0.022368854284286498,0.02345559000968933,0.02481400966644287,0.025631189346313477,0.03214097023010254,0.03276461362838745,0.0370635986328125,0.0370635986328125,0.0370635986328125,Adam,0.5,False,False,0.95,0.001
2400,2.0,100.0,4.090909090909091,0.06520753625956488,0.027951015,0.018403020048133708,0.1159027886674796,0.032959623387236216,0.019433828292000795,0.023557061267469148,0.02871110248680459,0.037548387860307314,0.06284425222346976,0.08395245051552624,0.11206330605561134,0.11398304736154546,0.11551884040629277,0.019488066,0.031945348,0.004344263948566663,0.019751140475273134,0.020803436636924744,0.022118806838989258,0.02537272870540619,0.03024423122406006,0.03156764805316925,0.031628042459487915,0.03178669512271881,0.03191361725330353,Adam,0.5,False,False,0.95,0.001
2500,2.0,100.0,4.090909090909091,0.031736479216700336,0.026785756,0.0070939767723390765,0.11816022015464281,0.03689794228173393,0.007334071038021044,0.008294448100748916,0.009494919429158753,0.010069987596568134,0.011722086764175245,0.029542579343459656,0.08817017918953042,0.10316519967208662,0.11516121605813158,0.01894334,0.032470614,0.004646635760991397,0.01898108422756195,0.019132062792778015,0.019320785999298096,0.024302572011947632,0.028586089611053467,0.030441507697105408,0.030500411987304688,0.03148551285266876,0.032273593544960025,Adam,0.5,False,False,0.95,0.001
2600,2.0,100.0,4.090909090909091,0.06205574468305822,0.02540332,0.009232665225238091,0.12164536324192599,0.03850998012969825,0.010618104669295596,0.016159862445525617,0.02308705966581314,0.04158581248579223,0.051050700066265706,0.08563638147599051,0.12164536324192599,0.12164536324192599,0.12164536324192599,0.016617477,0.031929463,0.005339287551768205,0.01666485071182251,0.01685434579849243,0.017091214656829834,0.02375882863998413,0.024601638317108154,0.030504584312438965,0.03144046664237976,0.03168496489524841,0.031880563497543334,Adam,0.5,False,False,0.95,0.001
2700,2.0,100.0,4.090909090909091,0.05042798671122153,0.02275808,0.006984060643696209,0.16069884382154254,0.04805936649208457,0.007195859732728469,0.008043056088857508,0.009102051534018806,0.01965834308821298,0.02505795626673114,0.06500704118041985,0.10849285309739094,0.13459584845946673,0.1554782447491274,0.014310688,0.03267473,0.005475365949384967,0.014442345499992371,0.014968976378440857,0.015627264976501465,0.02062472701072693,0.02167510986328125,0.025127410888671875,0.030215948820114136,0.03144533932209015,0.03242885172367096,Adam,0.5,False,False,0.95,0.001
2800,2.0,100.0,4.090909090909091,0.07381993596044781,0.021808423,0.018015874611563704,0.12976709387979649,0.03762293781089421,0.018790338176347197,0.021888192435481166,0.02576051025939863,0.04396535688201195,0.08013901779499179,0.1012112607651845,0.10216562297959779,0.11596635842969713,0.12700694678977661,0.011581957,0.032782048,0.006613116881974883,0.011820408701896667,0.012774214148521423,0.013966470956802368,0.018758058547973633,0.01973104476928711,0.02772080898284912,0.0288887619972229,0.030835404992103577,0.03239271938800812,Adam,0.5,False,False,0.95,0.001
2900,2.0,100.0,4.090909090909091,0.06383163801721724,0.019397516,0.01356638611223059,0.09753761715137017,0.0315251748148558,0.013912280353333601,0.015295857317745642,0.01702532852326069,0.043697397162106966,0.07490982630033842,0.08787538271823742,0.09207522517948907,0.09480642116542962,0.09699137795418207,0.011694074,0.032010585,0.005517396211005132,0.011838367581367493,0.01241554319858551,0.013137012720108032,0.015855371952056885,0.01945364475250244,0.021819323301315308,0.022399544715881348,0.02720506489276886,0.031049481034278875,Adam,0.5,False,False,0.95,0.001
3000,2.0,100.0,4.090909090909091,0.05663631376788598,0.019799871,0.010320801805377143,0.12379151158003186,0.041415857701995434,0.010659828791252903,0.012015936734755947,0.01371107166413475,0.016375548944652728,0.059491944356385155,0.0737238668679551,0.12379151158003186,0.12379151158003186,0.12379151158003186,0.0100616515,0.031836867,0.008209421743173753,0.010188466310501099,0.010695725679397583,0.011329799890518188,0.014004439115524292,0.017837703227996826,0.025980770587921143,0.031836867332458496,0.031836867332458496,0.031836867332458496,Adam,0.5,False,False,0.95,0.001
3100,2.0,100.0,4.090909090909091,0.0665258508409336,0.018239923,0.008500332809331122,0.12108810473173227,0.03944533299396355,0.0085559695172205,0.008778516348778007,0.00905669988822489,0.04142639324099215,0.0733946421536765,0.09864903641407692,0.11177858187669477,0.11643334330421352,0.12015715244622853,0.009098709,0.028645277,0.006788847091356688,0.009174317121505737,0.00947675108909607,0.009854793548583984,0.013218343257904053,0.017601341009140015,0.023809492588043213,0.02590280771255493,0.02727404236793518,0.02837103009223938,Adam,0.5,False,False,0.95,0.001
3200,2.0,100.0,4.090909090909091,0.04019000844299012,0.016102951,0.004838438988874714,0.09716879782011499,0.03808834654387752,0.005308300533815189,0.007187746713577088,0.009537054438279463,0.011563248799575198,0.01955633340897333,0.07714596993842243,0.09716879782011499,0.09716879782011499,0.09716879782011499,0.008870304,0.025464714,0.006130844432197128,0.008949378132820129,0.009265676140785217,0.009661048650741577,0.012027695775032043,0.01539379358291626,0.020451843738555908,0.024689078330993652,0.02507689595222473,0.025387150049209595,Adam,0.5,False,False,0.95,0.001
3300,2.0,100.0,4.090909090909091,0.07221420052900392,0.0146197835,0.005228348075573779,0.16909676857627873,0.050075289057229945,0.006117020176915548,0.009671708582282626,0.014115069088991471,0.03036631127961739,0.07494160967041913,0.09948705526374457,0.11847389208120047,0.1437853303287396,0.16403448092677092,0.009329677,0.0249739,0.005206770599708879,0.00939463973045349,0.009654492139816284,0.009979307651519775,0.01108407974243164,0.012354165315628052,0.018116310238838196,0.02066555619239807,0.022819727659225464,0.02454306483268738,Adam,0.5,False,False,0.95,0.001
3400,2.0,100.0,4.090909090909091,0.03980431463864228,0.013259966,0.007562179599682258,0.11489503406342914,0.035997094008041526,0.007748079308587183,0.008491678144206883,0.009421176688731507,0.015837724775017558,0.020666964486944495,0.06916352570614814,0.07569548913319114,0.09529526159831014,0.11097507957040537,0.007995814,0.023768783,0.004959199383293352,0.008127662539482116,0.008655056357383728,0.009314298629760742,0.010256066918373108,0.010739505290985107,0.016539886593818665,0.0185166597366333,0.02114272117614746,0.02324357032775879,Adam,0.5,False,False,0.95,0.001
3500,2.0,100.0,4.090909090909091,0.056099111725529234,0.012761658,0.01101543029082974,0.10645553557274291,0.03364621890623919,0.011742777259501905,0.014652165134190563,0.018288899977551384,0.028795048418530755,0.05571334731694632,0.07647158428728719,0.10645553557274291,0.10645553557274291,0.10645553557274291,0.0081478655,0.02219373,0.00505803777627883,0.008179062604904174,0.008303850889205933,0.00845983624458313,0.00923602283000946,0.010248810052871704,0.016669660806655884,0.0190771222114563,0.02063542604446411,0.021882069110870362,Adam,0.5,False,False,0.95,0.001
3600,2.0,100.0,4.090909090909091,0.036997994173942804,0.012582936,0.00818371575154769,0.06527776303161517,0.01836474779035061,0.008933077640374439,0.01193052519568143,0.01567733463981517,0.02296051509033728,0.045492937661271195,0.0468363019200525,0.05711897331678958,0.06119836817420238,0.06446188406013262,0.008406818,0.023102999,0.005106021625806822,0.008409014344215393,0.008417800068855286,0.008428782224655151,0.008843585848808289,0.009786486625671387,0.01707097887992859,0.0173833966255188,0.020243197679519653,0.02253103852272034,Adam,0.5,False,False,0.95,0.001
3700,2.0,100.0,4.090909090909091,0.03775337458315275,0.011302992,0.002629330679206532,0.09718524836725499,0.027523608268609757,0.003221684129796956,0.00559109793215865,0.008552865185110769,0.01863083886541765,0.03833909900474419,0.04396780614052774,0.06918902010031737,0.08318713423378618,0.09438562554056124,0.007863581,0.019354135,0.004016844543855583,0.007867738604545593,0.007884368300437927,0.007905155420303345,0.00840061902999878,0.008920788764953613,0.014551177620887756,0.01566225290298462,0.017508193850517273,0.0189849466085434,Adam,0.5,False,False,0.95,0.001
3800,2.0,100.0,4.090909090909091,0.02971510902821528,0.010927615,0.002238692312328487,0.07131744825566512,0.02579357347689569,0.002743501706004802,0.004762739280710063,0.00728678624909164,0.008747930220370764,0.013645105998983092,0.05350767167014772,0.06040883093957895,0.06586313959762204,0.0702265865240565,0.0075932443,0.018733174,0.0038224622986425386,0.007607376575469971,0.007663905620574951,0.007734566926956177,0.008346304297447205,0.008689522743225098,0.013780757784843445,0.015141695737838745,0.016937434673309326,0.01837402582168579,Adam,0.5,False,False,0.95,0.001
3900,2.0,100.0,4.090909090909091,0.0420207347517687,0.010799048,0.012609907502856638,0.09306716098059076,0.026408650937846768,0.012711553154011224,0.013118135758629565,0.013626364014402492,0.016246284103590063,0.04695122947849612,0.05621091512846453,0.06941581879488569,0.08124148988773822,0.09070202676202026,0.007840574,0.018391848,0.003239738100690202,0.007854247093200683,0.007908940315246582,0.007977306842803955,0.008689716458320618,0.009023845195770264,0.012416064739227295,0.013505697250366211,0.015948772430419922,0.017903232574462892,Adam,0.5,False,False,0.95,0.001
4000,2.0,100.0,4.090909090909091,0.021899306232728486,0.010142519,0.0065729348209002435,0.04776942979825401,0.012730838855455794,0.0067073742895208885,0.00724513216400347,0.007917329507106698,0.011327354506058745,0.01973976499586927,0.029515077143846158,0.03493724265114683,0.041353336224700415,0.0464862110835433,0.0075204074,0.016732782,0.0032076401682456382,0.007530912756919861,0.007572934031486511,0.007625460624694824,0.007658049464225769,0.008189111948013306,0.012152165174484253,0.013719230890274048,0.015226006507873535,0.016431427001953127,Adam,0.5,False,False,0.95,0.001
4100,2.0,100.0,4.090909090909091,0.03848070212086749,0.009967663,0.004002490098491154,0.06747382002894485,0.02252022198500529,0.004309507565631489,0.005537577434192833,0.007072664769894512,0.018676236910533613,0.044236953243844544,0.05521665928766497,0.060016576676866565,0.06374519835290571,0.06672809569373703,0.0071661174,0.016044497,0.0027008202217293645,0.007207590341567993,0.00737348198890686,0.007580846548080444,0.00820896029472351,0.009032726287841797,0.011541575193405151,0.012439429759979248,0.014241963624954224,0.015683990716934205,Adam,0.5,False,False,0.95,0.001
4200,2.0,100.0,4.090909090909091,0.037236492839078296,0.009852331,0.0044351684023236386,0.12034534866699566,0.03844589604127087,0.0044351684023236386,0.0044351684023236386,0.0044351684023236386,0.014989390099860334,0.022681825534165707,0.04105132546946156,0.10046921132962162,0.11040727999830864,0.11835773493325827,0.0067174435,0.015636533,0.0025531500737261538,0.006809893250465393,0.007179692387580872,0.00764194130897522,0.008420780301094055,0.009051203727722168,0.011171966791152954,0.012159943580627441,0.01389823853969574,0.01528887450695038,Adam,0.5,False,False,0.95,0.001
4300,2.0,100.0,4.090909090909091,0.03263677758331108,0.009395643,0.007224481212855172,0.054045390153081525,0.02013610920008401,0.007273630748574671,0.007470228891452664,0.007715976570050157,0.009857691597873024,0.04188759942050776,0.05008974907665535,0.054045390153081525,0.054045390153081525,0.054045390153081525,0.0071759224,0.0136036575,0.0018779705531141039,0.007229983806610107,0.007446229457855225,0.007716536521911621,0.008273482322692871,0.00879940390586853,0.01025933027267456,0.011146962642669678,0.012375310063362122,0.013357987999916077,Adam,0.5,False,False,0.95,0.001
4400,2.0,100.0,4.090909090909091,0.030864471731714038,0.009142502,0.00814019973712298,0.06154512976650989,0.0204520703611368,0.008363413206420346,0.009256267083609816,0.01037233443009665,0.013115168863872826,0.024386442773758416,0.04853582271774425,0.06088475005942275,0.061214939912966324,0.061479091795801175,0.007061839,0.012613952,0.0016412297602824196,0.007127046585083008,0.007387876510620117,0.007713913917541504,0.008184701204299927,0.008739501237869263,0.009893223643302917,0.010876476764678955,0.011745214462280273,0.012440204620361328,Adam,0.5,False,False,0.95,0.001
4500,2.0,100.0,4.090909090909091,0.040985234351181836,0.008743511,0.009468973841368179,0.06897092835046009,0.018641858129787046,0.01057176054636304,0.014982907366342484,0.02049684089131679,0.027018726003180275,0.03914146786008766,0.05610411260270797,0.05641871588004337,0.06269482211525174,0.06771570710341843,0.006847471,0.011364579,0.0014145317139835642,0.00689062774181366,0.007063254714012146,0.007279038429260254,0.0077488720417022705,0.00845479965209961,0.009737715125083923,0.010290741920471191,0.01082766056060791,0.011257195472717285,Adam,0.5,False,False,0.95,0.001
4600,2.0,100.0,4.090909090909091,0.03180223388777621,0.008801717,0.004695612459805973,0.09905039798358384,0.029511680887230832,0.0049017432974908254,0.005726266648230236,0.006756920836654498,0.009323504558237728,0.017579413903189324,0.04477957201263873,0.059839842721060174,0.07944512035232201,0.09512934245733148,0.0075064898,0.010430574,0.0008623094306830073,0.007533144950866699,0.007639765739440918,0.007773041725158691,0.008160844445228577,0.008970707654953003,0.009298205375671387,0.009509861469268799,0.009970217943191528,0.010338503122329713,Adam,0.5,False,False,0.95,0.001
4700,2.0,100.0,4.090909090909091,0.026503618629176905,0.008572313,0.006642856085050936,0.046506546246774826,0.01636353865430136,0.006685247469342818,0.006854813006510347,0.007066769927969759,0.011205080434713108,0.02202858826143306,0.04361271718913304,0.04487289993212262,0.04568972308944873,0.046343181615309606,0.0065279603,0.010961235,0.0011360731058769045,0.006612217426300049,0.006949245929718018,0.0073705315589904785,0.007974982261657715,0.008808434009552002,0.008993566036224365,0.009127438068389893,0.010044336318969727,0.010777854919433595,Adam,0.5,False,False,0.95,0.001
4800,2.0,100.0,4.090909090909091,0.018145159551349696,0.009175894,0.0026882888128855666,0.04457944209385684,0.015647509210729774,0.002773589165257912,0.0031147905747472937,0.0035412923366090207,0.006933053091067023,0.011688897858444527,0.02694236015608386,0.04457944209385684,0.04457944209385684,0.04457944209385684,0.006918907,0.01579845,0.0023949701094656043,0.006948709487915039,0.00706791877746582,0.007216930389404297,0.00789293646812439,0.00881659984588623,0.009544089436531067,0.009686797857284546,0.012742623686790466,0.015187284350395205,Adam,0.5,False,False,0.95,0.001
4900,2.0,100.0,4.090909090909091,0.017938216399205165,0.008541251,0.0066702193348154885,0.031921459657428916,0.00875718125393111,0.006775012972203267,0.0071941875217543805,0.0077181557086932725,0.01261877015365915,0.01603541107852258,0.0226604385838775,0.0311308485420381,0.03152615409973351,0.031842398545889834,0.007048905,0.010351896,0.001246813311621161,0.007075202465057373,0.007180392742156982,0.007311880588531494,0.00755736231803894,0.00848686695098877,0.009519532322883606,0.010351896286010742,0.010351896286010742,0.010351896286010742,Adam,0.5,False,False,0.95,0.001
