M,N,repetition,iter,loss,med_percentage_error,intercept,slope,abs_perc_dev_bias,abs_perc_dev_weight
2,100,0,0,1.6852070099989742,61.90346,2.0,2.0,323.18692,200.0
2,100,0,10,1.7327539239722587,60.887238,1.5175905227661133,1.64319908618927,221.11223,164.319908618927
2,100,0,20,1.2563265914722603,38.365692,0.6898956298828125,0.758090615272522,45.977406,75.8090615272522
2,100,0,30,0.032440451103264704,0.9715558,0.414469838142395,0.023513684049248695,12.300892,2.3513684049248695
2,100,0,40,0.030032346733410285,0.6718353,0.44332292675971985,0.021717188879847527,6.195767,2.1717188879847527
2,100,0,50,0.011363749455267165,0.4618834,0.46414482593536377,0.010690880939364433,1.7899894,1.0690880939364433
2,100,0,60,0.009817134715611645,0.21116482,0.4694820046424866,0.005351586267352104,0.66067713,0.5351586267352104
2,100,0,70,0.00022255074959098357,0.046294108,0.473179429769516,0.00027555713313631713,0.121673815,0.027555713313631713
2,100,0,80,0.0018046809253183243,0.019828895,0.4733208119869232,0.0007680630660615861,0.15158938,0.07680630660615861
2,100,0,90,0.0011010839062793741,0.039237674,0.4736628532409668,-0.0002824336988851428,0.22396305,0.02824336988851428
2,100,0,100,0.0011184319989886306,0.10886763,0.47346657514572144,0.0007540426449850202,0.1824319,0.07540426449850202
2,100,0,110,0.0007193755076917364,0.10028191,0.4743484854698181,0.0002549172786530107,0.36903837,0.025491727865301073
2,100,0,120,0.00036501090242302983,0.12229142,0.4741199016571045,0.0007278798730112612,0.32067153,0.07278798730112612
2,100,0,130,0.0009658978717962625,0.14356461,0.47387489676475525,0.0011925373692065477,0.2688301,0.11925373692065477
2,100,0,140,0.00011067667323320923,0.1341623,0.47437477111816406,0.0007303654565475881,0.37460023,0.07303654565475881
2,100,0,150,0.0010924016680505717,0.042650282,0.47425010800361633,-0.00018733882461674511,0.34822232,0.01873388246167451
2,100,0,160,0.00022111978451436602,0.070861906,0.47371748089790344,0.00026787162641994655,0.23552191,0.026787162641994655
2,100,0,170,0.0008888242710301598,0.11920923,0.4738579988479614,0.0008103695581667125,0.2652546,0.08103695581667125
2,100,0,180,0.0011683461092197416,0.14900209,0.47408825159072876,0.0010175121715292335,0.31397456,0.10175121715292335
2,100,0,190,0.00027677950619533885,0.09794547,0.47374796867370605,0.0006144842482171953,0.24197292,0.06144842482171953
2,100,0,200,0.0016473810830330473,0.14937027,0.4744006097316742,0.0008076313533820212,0.3800675,0.08076313533820212
2,100,0,210,0.0007277674698230746,0.120908454,0.4743070602416992,0.0007980217924341559,0.36027306,0.0798021792434156
2,100,0,220,0.0009172594243544464,0.17632167,0.4745948314666748,0.001089547062292695,0.4211636,0.1089547062292695
2,100,0,230,0.002889520026027939,0.31834275,0.4738827645778656,0.0030722266528755426,0.27049488,0.30722266528755426
2,100,0,240,0.0010011846528499384,0.061355785,0.4741939306259155,0.000641097198240459,0.33633557,0.0641097198240459
2,100,0,250,0.0010098413610872565,0.10596953,0.47385790944099426,0.0003178986080456525,0.2652357,0.03178986080456525
2,100,0,260,0.0007336886975048571,0.15161228,0.47423672676086426,0.001134432153776288,0.34539095,0.1134432153776288
2,100,0,270,0.0016951270577133697,0.05791557,0.47432124614715576,-0.00046164594823494554,0.36327472,0.046164594823494554
2,100,0,280,0.0003392865074739492,0.0975065,0.47345927357673645,0.0008771878783591092,0.18088694,0.08771878783591092
2,100,0,290,0.0023289315523209353,0.050674245,0.4736887812614441,0.00058965221978724,0.22944927,0.058965221978724
2,100,0,300,0.00011674066120462118,0.01690245,0.47288477420806885,2.234016210422851e-05,0.059326626,0.002234016210422851
2,100,0,310,0.000781991605060595,0.008939769,0.4733295738697052,-0.0003414792590774596,0.15344334,0.03414792590774596
2,100,0,320,0.00033929291574598646,0.0500843,0.4729989469051361,0.00038743094773963094,0.08348483,0.038743094773963094
2,100,0,330,0.0010330436850334605,0.015748583,0.4731762111186981,0.00035166015732102096,0.12099277,0.035166015732102096
2,100,0,340,0.00011765862519360277,0.025374914,0.4729839861392975,0.00011322440695948899,0.080319226,0.011322440695948899
2,100,0,350,0.0002744840034962664,0.032261442,0.4729219377040863,9.23617699299939e-05,0.06719018,0.00923617699299939
2,100,0,360,0.0021224504528330685,0.2904899,0.46897345781326294,-0.001196477678604424,0.76828235,0.1196477678604424
2,100,0,370,0.0015437313393781627,0.017289512,0.47150030732154846,0.0006000821013003588,0.23361751,0.06000821013003588
2,100,0,380,0.00044100010091935164,0.052458465,0.4726954698562622,0.0005662993062287569,0.019271065,0.05662993062287569
2,100,0,390,9.43507073701755e-05,0.012970659,0.4727886915206909,7.333022949751467e-05,0.03899616,0.0073330229497514665
2,100,0,400,0.00028858131532657696,0.015349543,0.4727923572063446,-0.00031387657509185374,0.03977179,0.031387657509185374
2,100,0,410,2.79704530414557e-05,0.004049784,0.47267135977745056,1.3783125723421108e-05,0.014169529,0.0013783125723421108
2,100,0,420,0.00013836423939731423,0.0041917404,0.4726705849170685,7.736362022114918e-05,0.0140055735,0.007736362022114918
2,100,0,430,3.191191434237421e-05,0.0035176384,0.47268903255462646,3.303437551949173e-05,0.017908974,0.003303437551949173
2,100,0,440,6.747596588594307e-05,0.009123828,0.4726974666118622,5.686398799298331e-05,0.019693565,0.005686398799298331
2,100,0,450,7.607099562525575e-05,0.008052384,0.47274836897850037,2.9367109164013527e-05,0.030464172,0.0029367109164013527
2,100,0,460,0.0003831531031448107,0.08658904,0.47291311621665955,0.0008819695794954896,0.06532361,0.08819695794954896
2,100,0,470,0.00035311546256327033,0.045793794,0.4732225239276886,0.0002249782410217449,0.13079226,0.02249782410217449
2,100,0,480,0.0002822856720773323,0.051410638,0.4733065366744995,0.0002787122502923012,0.14856881,0.027871225029230118
2,100,0,490,0.00012712650732086777,0.047809243,0.4731728434562683,0.00029721605824306607,0.12028019,0.029721605824306607
2,100,0,500,0.00019384041730514606,0.06474002,0.4734147787094116,0.0003831376088783145,0.17147212,0.03831376088783145
2,100,0,510,0.00043225406745458247,0.071975835,0.47365376353263855,0.0003798321704380214,0.22203973,0.03798321704380214
2,100,0,520,0.001433215526099846,0.117137134,0.4739833176136017,0.0011335951276123524,0.29177123,0.11335951276123524
2,100,0,530,0.000176742707468907,0.07852253,0.47377172112464905,0.00048655603313818574,0.2469988,0.048655603313818574
2,100,0,540,0.0009033189771838081,0.040559307,0.4742054343223572,-0.00018996775906998664,0.33876967,0.018996775906998664
2,100,0,550,0.010501089043406393,0.24235016,0.47423097491264343,-0.003670996520668268,0.34417388,0.3670996520668268
2,100,0,560,0.0008512643133955749,0.096869305,0.4737011790275574,0.00046207784907892346,0.23207255,0.046207784907892346
2,100,0,570,0.0007803804305749944,0.13256219,0.4739474654197693,0.0010678463149815798,0.28418514,0.10678463149815798
2,100,0,580,0.0012991369962779716,0.1278705,0.4739941954612732,0.0012699783546850085,0.2940729,0.12699783546850085
2,100,0,590,0.0010830636780452343,0.10846173,0.47449320554733276,0.0006242127274163067,0.39966017,0.06242127274163067
2,100,0,600,0.0009099124112144223,0.13945347,0.47437840700149536,0.0007332167588174343,0.37536955,0.07332167588174343
2,100,0,610,0.0009683486746293642,0.09037928,0.4744725525379181,0.000302839616779238,0.39529014,0.0302839616779238
2,100,0,620,0.0007773586859329404,0.107881166,0.4743534028530121,0.0004509714781306684,0.37007883,0.04509714781306684
2,100,0,630,0.002969997685312219,0.035783842,0.4750039279460907,-0.0015577489975839853,0.50772566,0.15577489975839853
2,100,0,640,0.003700671959178734,0.31125802,0.4758526384830475,0.003075353102758527,0.6873073,0.3075353102758527
2,100,0,650,0.0004892967616797163,0.22737831,0.47556185722351074,0.0013280796119943261,0.6257799,0.1328079611994326
2,100,0,660,0.0008544430920853047,0.14756721,0.47474318742752075,0.000554886762984097,0.45255473,0.0554886762984097
