iter,repetition,loss,mean_Euler_error,optimal_N,var_loss,time,min_loss,max_loss,std_loss,P5_loss,P10_loss,P25_loss,P50_loss,P75_loss,P90_loss,P95_loss,min_mean_Euler_error,max_mean_Euler_error,std_mean_Euler_error,P5_mean_Euler_error,P10_mean_Euler_error,P25_mean_Euler_error,P50_mean_Euler_error,P75_mean_Euler_error,P90_mean_Euler_error,P95_mean_Euler_error,min_optimal_N,max_optimal_N,std_optimal_N,P5_optimal_N,P10_optimal_N,P25_optimal_N,P50_optimal_N,P75_optimal_N,P90_optimal_N,P95_optimal_N,min_var_loss,max_var_loss,std_var_loss,P5_var_loss,P10_var_loss,P25_var_loss,P50_var_loss,P75_var_loss,P90_var_loss,P95_var_loss,min_time,max_time,std_time,P5_time,P10_time,P25_time,P50_time,P75_time,P90_time,P95_time
0,9.5,0.19096705503761768,0.4320143718235355,2.0,0.00014466027065645904,0.005608239799585135,0.10196225345134735,0.3287666141986847,0.059366667814862314,0.11266680136322975,0.11485727354884148,0.14233234524726868,0.1947224885225296,0.22507065162062645,0.2458203166723252,0.29721755832433705,0.31931528847104607,0.5733817351456921,0.06751715240576117,0.3356378687056264,0.3389050445559473,0.3772685120447595,0.4412610350538398,0.4743961932419971,0.49554329775838435,0.5451381238095387,2,2,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.071204362437129e-05,0.0004594269022345543,0.00010121539707791383,2.9006827739067375e-05,4.4631676282733685e-05,8.312848280183971e-05,0.000134739987552166,0.000180350779555738,0.00024036295525729665,0.0002928085774183275,0.0043889150001632515,0.00798564999786322,0.0008305142346406501,0.0047652128481786345,0.004792395300682983,0.00490468450152548,0.005685529498805408,0.00594135999926948,0.006419018498854712,0.006596713898943563
10,9.5,0.1617416564375162,0.39787223279569806,2.0,9.468456654576584e-05,0.056652580749687334,0.09093089401721954,0.29732850193977356,0.04987299260140278,0.10172806531190873,0.10318156033754348,0.13227525725960732,0.15571048855781555,0.18689030408859253,0.22360747456550598,0.22767492532730108,0.3015474987746036,0.5452783710544309,0.06016943451779848,0.3189234619309693,0.32121853708745385,0.36369520452931486,0.3945721670625484,0.43230459827883105,0.47287149899175007,0.4768949619858866,2,2,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.4545879093930126e-05,0.00027395958080887793,6.522540417675375e-05,1.9459954637568443e-05,2.8995492029935122e-05,4.9029317451640964e-05,8.183015510439873e-05,0.00012802807847037912,0.0001711226142942906,0.00020567069854587322,0.05108754500179202,0.06753415699859033,0.003986584660743571,0.051830537150453895,0.05215872469925671,0.05400069924962736,0.056717048999416875,0.05862158299805742,0.05999308060163458,0.06311210745061545
20,9.5,0.13078591413795948,0.35931516607239145,2.0,6.078094762051478e-05,0.10484519619967614,0.08111406862735748,0.1729539930820465,0.030045571516786586,0.08858051411807537,0.09605895578861237,0.10509457439184189,0.12557779997587204,0.15845360234379768,0.16927005499601364,0.17189355939626694,0.28480531706300266,0.41587737745884484,0.0420341411152166,0.2976102892366621,0.30990956633832056,0.32418170940491436,0.35436323689940935,0.39804667492830736,0.41142311588247676,0.41460037815771317,2,2,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0351423406973482e-05,0.00014830314554274083,4.1292494444883674e-05,1.3439111702609808e-05,1.622618199326098e-05,3.111395635642111e-05,4.917056765407324e-05,8.279567351564765e-05,0.00012867768108844758,0.00014235635241493583,0.09622910499820136,0.11787031200219644,0.005891072630062071,0.09753107049928075,0.09850692819891264,0.10039970399975573,0.10422266449859308,0.10792940475130308,0.11306219030193461,0.11534334714870056
30,9.5,0.11044002398848533,0.3297427490307268,2.0,3.941303110332229e-05,0.15362274069993873,0.06520672142505646,0.17562322318553925,0.0286738594436929,0.07593602836132049,0.07709703072905541,0.09247909113764763,0.10834605991840363,0.12696820497512817,0.14430026412010197,0.1625733770430088,0.255356067922923,0.419074245433359,0.04242322415282087,0.27552607191602413,0.2776632892079707,0.30410334431995717,0.3291566568367988,0.35632422639665123,0.3797943246574662,0.40318741707743894,2,2,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.710232748650015e-06,0.00010962857864797116,2.8994870284470876e-05,8.36950514349155e-06,8.709499845281243e-06,2.065340551780537e-05,2.9245909536257388e-05,4.998532356694341e-05,8.354499377310277e-05,9.403024287894369e-05,0.1411468549995334,0.17465919100141036,0.010390974268172537,0.14233251294808724,0.1443594854994444,0.14623133024906565,0.15042580000044836,0.15706678225069481,0.17156774389732163,0.17334144600044965
40,9.5,0.09826655685901642,0.31070802828249333,2.0,2.5088244627113455e-05,0.2024401388498518,0.05646374076604843,0.168212890625,0.02734441903360605,0.059446806833148,0.07461840733885765,0.08082795515656471,0.09493877366185188,0.11258495971560478,0.12634591981768611,0.14270602762699128,0.23762100236731692,0.410137648387709,0.04263773989050386,0.2438130203275272,0.2729943085228111,0.28430065612939376,0.30810835683721494,0.3355066109987137,0.35538539300505734,0.3776911681052961,2,2,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.746950871776789e-06,7.576460018754005e-05,1.946465024306251e-05,5.125065086758695e-06,5.442305468022824e-06,1.1366489925421774e-05,1.991407829336822e-05,3.235406125895679e-05,4.6747609507292536e-05,6.34091622196138e-05,0.1883430239977315,0.23638888099958422,0.014334444987014916,0.18918839954712893,0.19002529980061808,0.1938263164993259,0.19692482950085832,0.2049136842497319,0.22664680860143563,0.23112519415026328
50,9.5,0.08572192564606666,0.29158239864198515,2.0,1.555411849403754e-05,0.2550168784995549,0.06596269458532333,0.12493498623371124,0.016337569080702725,0.06786298155784606,0.0681154265999794,0.07158909365534782,0.08135488256812096,0.09374996460974216,0.10540853217244149,0.11385840885341168,0.25683203574578334,0.3534614352849703,0.02717643035025433,0.26050388088354337,0.2609893045993478,0.2675575120642509,0.2852211788694017,0.3061857621366245,0.3246424808262654,0.33740901995375033,2,2,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.4581770412623884e-06,5.878707394003868e-05,1.3985568524328805e-05,2.8647889848798516e-06,3.075764165259898e-06,6.4232008298859e-06,1.3281989376991989e-05,2.0634623360820115e-05,2.5924898218363546e-05,4.178454563952984e-05,0.2378393299986783,0.2987873940001009,0.017771563716535425,0.23793973834999632,0.23961072589845572,0.2434658637503162,0.2488757250011986,0.25804968049942545,0.28375078470053267,0.28710650654993514
60,9.5,0.07675981689244508,0.2754965253097631,2.0,9.657297377998476e-06,0.3028499127494797,0.05117127299308777,0.10838243365287781,0.016660545044841466,0.055426509119570255,0.056115453317761424,0.06309523992240429,0.07801961153745651,0.08967193774878979,0.09901468828320503,0.09957515746355057,0.22621068275633618,0.329214874592382,0.030113494696461657,0.23541887444763232,0.23688677864110963,0.2511711098842887,0.27928116370801226,0.29945260325760553,0.31466599061327044,0.3155397199079211,2,2,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.319544535363093e-06,4.1303657926619056e-05,9.700942906305828e-06,1.413049605616834e-06,1.6730311908759178e-06,3.264938131906092e-06,7.834310235921293e-06,1.1723166098818184e-05,1.574949186760934e-05,2.7274074964225305e-05,0.2828716180010815,0.34826085999884526,0.019610610426186798,0.28418474029822394,0.2853248771985818,0.2907083097506984,0.2963153165001131,0.30590187674988556,0.33718654080003035,0.3411896670499118
70,9.5,0.06740007661283016,0.2576439649131611,2.0,5.862834696017671e-06,0.35055785784952603,0.03828127309679985,0.09599234908819199,0.01651918021012239,0.04123996589332819,0.043451713770627974,0.055622867308557034,0.06800465658307076,0.08066963404417038,0.08393170908093453,0.08916242569684983,0.1956560070552393,0.3098263208447468,0.03276172279796193,0.20306913490997736,0.20844412399722156,0.23582424624820206,0.260738862922461,0.28402398832077497,0.28969648147182797,0.2985896520145956,2,2,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.956096331123263e-07,2.8791383374482394e-05,6.585854264309709e-06,7.770178017381113e-07,7.828950037946925e-07,1.669667071837466e-06,4.182102275080979e-06,8.18626969703473e-06,9.247677808161836e-06,1.619459269568325e-05,0.33087289999821223,0.396693074999348,0.020409305772803716,0.33226223129986465,0.3328215456975158,0.33739495825011545,0.3433526325006824,0.3531847017493419,0.38271308230214346,0.39586898135039517
80,9.5,0.05881683565676212,0.24028545846069446,2.0,3.574533302526106e-06,0.39787283039931937,0.03654495254158974,0.08582323789596558,0.016266760069972862,0.039054995961487295,0.04000205583870411,0.04388351831585169,0.053002530708909035,0.0731487050652504,0.07724709138274194,0.08195575512945652,0.1911673417233962,0.2929560340664885,0.03371293846731619,0.197617828208676,0.20000397600997916,0.20945212033974106,0.23020981015110012,0.27045383103818843,0.27792080818752424,0.2862750528636698,2,2,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0647548555862157e-07,1.9598451908677818e-05,4.3728300831760345e-06,5.321715671016136e-07,7.160860877775121e-07,9.560374928696547e-07,2.2683308634441347e-06,4.760065276059322e-06,6.919451174326243e-06,8.716561424080291e-06,0.37645317499845987,0.45089854799880413,0.02149939236070829,0.37739122114762724,0.378152844799115,0.3845357549989785,0.39173157999903196,0.39960068649997993,0.428663752099601,0.4441960253503566
90,9.5,0.05052016545087099,0.22292679964642254,2.0,2.1986936662869992e-06,0.4448141583001416,0.03451709449291229,0.09218564629554749,0.014027311926913894,0.036524005234241486,0.03672756627202034,0.04123047553002834,0.045113569125533104,0.058594441041350365,0.06365438029170037,0.06999942995607855,0.18578776733927424,0.30362089238974893,0.029447677958225303,0.19110864747918227,0.19164435553773387,0.20304752188088895,0.21238989895405197,0.24205516338261404,0.252275812814588,0.2644211703200578,2,2,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.4852557291742413e-07,1.1905315332114697e-05,2.6699596673685933e-06,5.08301873196615e-07,5.180165680940263e-07,7.903620280558243e-07,1.1988760888925755e-06,2.4340096933883614e-06,4.322420572862031e-06,5.895374371903022e-06,0.4215634989996033,0.5051682330013136,0.022924858416065515,0.42186347574861427,0.4230566970996733,0.4320785722493383,0.4381137780001154,0.44550149325004895,0.4758659874001751,0.49213665075130847
