time,median_E,mean_E,dim_p,median_E_time,time_median_E,mean_E_time,time_mean_E,dim_state,label,log_dim_state
203.50524997711182,0.0025078415870666503,9999,1,1.2323227962662912e-05,81147.56969763231,49.13386755931154,0.020352560253736555,4,bc-MC,1.3862943611198906
203.17093634605408,0.0027919888496398928,9999,2,1.3742068131656361e-05,72769.25062657711,49.21471633604644,0.020319125547160123,5,bc-MC,1.6094379124341003
187.6045310497284,0.0024674326181411744,9999,3,1.315230823229494e-05,76032.28135610007,53.298286262337456,0.01876232933790663,6,bc-MC,1.791759469228055
199.8384337425232,0.002755981683731079,9999,4,1.3791049259733261e-05,72510.79893679832,50.03542017789711,0.019985841958448165,7,bc-MC,1.9459101490553132
211.59422612190247,0.002847784757614136,9999,5,1.3458707308835007e-05,74301.34091284883,47.25554275871135,0.021161538766066853,8,bc-MC,2.0794415416798357
208.77259516716003,0.0029266268014907838,9999,6,1.4018251768856408e-05,71335.57140282256,47.89421711213582,0.02087934745146115,9,bc-MC,2.1972245773362196
206.0046923160553,0.0033726572990417482,9999,7,1.6371749891344075e-05,61080.8256073293,48.537729347734434,0.020602529484553985,10,bc-MC,2.302585092994046
213.69667029380798,0.0031087279319763185,9999,8,1.4547385917160902e-05,68740.87246289002,46.790621427336895,0.021371804209801778,11,bc-MC,2.3978952727983707
