time,median_E,mean_E,dim_p,mean_E_time,time_mean_E,dim_state,label
9.172907829284668,0.0011708474878586,0.0035487480746388,1,0.0003868727496976,2584.8292514306545,4,TI
8.893893241882324,0.0013412765640513,0.0036407951030228,2,0.0004093589841935,2442.8436619511995,5,TI
29.25881338119507,0.0014784972897846,0.0038824593906585,3,0.0001326936721621,7536.154390073945,6,TI
89.612313747406,0.0015018184581437,0.0037724891438364,4,4.209788795845764e-05,23754.160802242717,7,TI
301.4944953918457,0.001697873189451,0.0040502732885496,5,1.3433987520354616e-05,74438.06230166895,8,TI
1192.4013843536377,0.0017835541129084,0.0042039697110069,6,3.525633034454941e-06,283637.0065254392,9,TI
5380.255816221237,0.0018879848470002,0.0043743011350031,7,8.130284663816239e-07,1229969.2339808117,10,TI
28385.00506711006,0.0020444487310352,0.0046459718162604,8,1.6367697681490936e-07,6109594.760726971,11,TI
